Evaluation/100instances/idleT_eval_std,Training/Update/global_critic_loss,Evaluation/100instances/pt_eval_mean,Training/Update/machine_actor_loss,_runtime,Training/Update/job_actor_loss,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/transT_eval_std,_step,Evaluation/100instances/obj_eval_std,Evaluation/100instances/transT_eval_mean,Evaluation/100instances/pt_eval_std,Evaluation/100instances/obj_eval_mean,_timestamp,Evaluation/100instances/mk_eval_std,Evaluation/100instances/idleT_eval_mean
,,,,1231.779174693,,,,95,,,,,1745998538.1098204,,
,,,,1234.835055274,,,,96,,,,,1745998541.1658971,,
,,,,1237.845833951,,,,97,,,,,1745998544.1766927,,
,,,,1240.836482401,,,,98,,,,,1745998547.1674118,,
168.41483495235045,0.5013188719749451,522.9096598696658,0.08269806206226349,1308.70756213,0.11815433949232101,482.9675334667586,37.31479828452973,99,97.6023731328603,269.35316950492575,73.76731753242656,710.3926889484575,1745998615.0375755,57.22211417220341,635.4279442822566
,,,,1313.960650271,,,,100,,,,,1745998620.291535,,
,,,,1316.911156623,,,,101,,,,,1745998623.2419817,,
,,,,1320.01515099,,,,102,,,,,1745998626.3460104,,
,,,,1322.99808191,,,,103,,,,,1745998629.3290248,,
,0.512362539768219,,0.06654808670282364,1352.273362542,0.10521109402179718,,,104,,,,,1745998658.603935,,
,,,,1357.934695593,,,,105,,,,,1745998664.2655451,,
,,,,1360.938650742,,,,106,,,,,1745998667.2641885,,
,,,,1363.995064987,,,,107,,,,,1745998670.3259532,,
,,,,1366.97284463,,,,108,,,,,1745998673.303727,,
156.84827319903002,0.5426666140556335,523.630003932721,0.13891388475894928,1435.427559312,0.10709996521472931,482.7998607176401,42.458656869087314,109,94.93547590259051,268.49198586319835,75.74773200313057,705.1315913033404,1745998741.754378,57.98124611772219,622.1531206763904
,,,,1440.873390923,,,,110,,,,,1745998747.2041056,,
,,,,1443.881539308,,,,111,,,,,1745998750.2123482,,
,,,,1446.894936302,,,,112,,,,,1745998753.22026,,
,,,,1449.948385298,,,,113,,,,,1745998756.2791822,,
,0.48900413513183594,,0.06984780728816986,1479.14767359,0.09645330160856247,,,114,,,,,1745998785.4781685,,
,,,,1484.582846529,,,,115,,,,,1745998790.913524,,
,,,,1487.687681157,,,,116,,,,,1745998794.0184383,,
,,,,1490.722512433,,,,117,,,,,1745998797.0532506,,
,,,,1493.790130242,,,,118,,,,,1745998800.1209524,,
151.31000139559413,0.589238166809082,522.5486832133996,0.21943950653076172,1560.939867274,0.16762523353099823,483.6326178127768,45.870926257972705,119,92.57503123999665,263.60499857352477,75.81781137470176,703.8794852468322,1745998867.270043,56.59262868144353,621.714912804142
,,,,1566.338444446,,,,120,,,,,1745998872.6691866,,
,,,,1569.437056698,,,,121,,,,,1745998875.7677548,,
,,,,1572.563704739,,,,122,,,,,1745998878.8943005,,
,,,,1575.628436284,,,,123,,,,,1745998881.9592712,,
,0.5438856482505798,,0.058931052684783936,1605.187265848,0.13819274306297302,,,124,,,,,1745998911.5176923,,
,,,,1610.670249142,,,,125,,,,,1745998917.000935,,
,,,,1613.762909701,,,,126,,,,,1745998920.093671,,
,,,,1616.76922106,,,,127,,,,,1745998923.100126,,
,,,,1619.788929005,,,,128,,,,,1745998926.1196165,,
144.55397288419792,0.44509583711624146,521.9674090508847,0.025043074041604996,1688.645026234,0.0816248431801796,481.54442041740595,43.707039962868166,129,88.07987329138153,259.63922102563726,75.04217369191194,701.0190673574014,1745998994.9755158,55.615868619731195,619.2162284123947
,,,,1694.306156766,,,,130,,,,,1745999000.6368363,,
,,,,1697.436212066,,,,131,,,,,1745999003.7669604,,
,,,,1700.561198627,,,,132,,,,,1745999006.891951,,
,,,,1703.700714169,,,,133,,,,,1745999010.031655,,
,0.5132399201393127,,0.0032979294192045927,1733.877652164,0.060298431664705276,,,134,,,,,1745999040.208083,,
,,,,1739.360409097,,,,135,,,,,1745999045.6912806,,
,,,,1742.390480115,,,,136,,,,,1745999048.7195077,,
,,,,1745.452023254,,,,137,,,,,1745999051.7828658,,
,,,,1748.488147578,,,,138,,,,,1745999054.819038,,
161.49823874433866,0.5652042627334595,524.042215062159,0.13100241124629974,1817.411428692,0.06962691992521286,480.522876720492,38.42892678329695,139,94.06430527006614,257.26218990423314,76.08825154662846,697.0653494009745,1745999123.7414603,54.86647294259336,609.4671867676691
,,,,1823.068924424,,,,140,,,,,1745999129.3994558,,
,,,,1826.123654536,,,,141,,,,,1745999132.4489615,,
,,,,1829.187052935,,,,142,,,,,1745999135.5178323,,
,,,,1832.312508401,,,,143,,,,,1745999138.6433897,,
,0.5291323661804199,,0.10858383029699326,1862.112690022,0.1090405210852623,,,144,,,,,1745999168.443044,,
,,,,1867.546537077,,,,145,,,,,1745999173.8772442,,
,,,,1870.514162076,,,,146,,,,,1745999176.8450756,,
,,,,1873.499048028,,,,147,,,,,1745999179.8299127,,
,,,,1876.45826377,,,,148,,,,,1745999182.7892165,,
148.6116689822842,0.5486690402030945,525.6492120498549,0.09888841211795807,1943.795669368,0.1643134206533432,481.8746818628855,39.96184773625122,149,89.54103512904878,263.4850314370145,74.51580608311025,703.4256812517996,1745999250.1257823,55.6995829521421,619.2977934982515
,,,,1949.343367151,,,,150,,,,,1745999255.673546,,
,,,,1952.405773046,,,,151,,,,,1745999258.736629,,
,,,,1955.623803879,,,,152,,,,,1745999261.952673,,
,,,,1958.614498129,,,,153,,,,,1745999264.945226,,
,0.5171082615852356,,0.08385453373193741,1988.600475031,0.12517207860946655,,,154,,,,,1745999294.9310603,,
,,,,1993.955566287,,,,155,,,,,1745999300.285256,,
,,,,1996.995513553,,,,156,,,,,1745999303.326445,,
,,,,2000.014190945,,,,157,,,,,1745999306.3450704,,
,,,,2003.008480064,,,,158,,,,,1745999309.3393776,,
144.14939078481854,0.538221001625061,522.9279981473247,0.02319282293319702,2073.064453642,0.07596112787723541,478.7182744029952,39.88428132784404,159,89.24161789651002,264.8567374883445,75.97583328832907,698.7767869834884,1745999379.3943493,55.009029697337034,612.8673261642293
,,,,2078.554067151,,,,160,,,,,1745999384.884596,,
,,,,2081.786047854,,,,161,,,,,1745999388.1166475,,
,,,,2084.985944652,,,,162,,,,,1745999391.316749,,
,,,,2088.143355243,,,,163,,,,,1745999394.4739864,,
,0.5362433791160583,,0.07781822234392166,2117.750881266,0.1366245001554489,,,164,,,,,1745999424.081494,,
,,,,2123.310555244,,,,165,,,,,1745999429.6411812,,
,,,,2126.341580511,,,,166,,,,,1745999432.6724594,,
,,,,2129.388036619,,,,167,,,,,1745999435.718768,,
,,,,2132.467158127,,,,168,,,,,1745999438.7979846,,
154.4853537382138,0.48084115982055664,525.2687381643258,0.10017643123865128,2202.509598649,0.0768190249800682,480.7245053846953,47.01888340479866,169,93.8530405663052,259.31968621409277,77.70663456492086,698.8696076109122,1745999508.8395958,56.88887245161003,611.5209323712138
,,,,2208.142747977,,,,170,,,,,1745999514.4734972,,
,,,,2211.268853301,,,,171,,,,,1745999517.599524,,
,,,,2214.559546532,,,,172,,,,,1745999520.8903115,,
,,,,2217.726218923,,,,173,,,,,1745999524.0568962,,
,0.5453574061393738,,0.043913114815950394,2248.00312554,0.08315416425466537,,,174,,,,,1745999554.3336084,,
,,,,2253.541931368,,,,175,,,,,1745999559.872623,,
,,,,2256.70605722,,,,176,,,,,1745999563.036858,,
,,,,2259.783915304,,,,177,,,,,1745999566.1146774,,
,,,,2262.875370418,,,,178,,,,,1745999569.2060826,,
144.2108171341041,0.6207400560379028,523.0221404706544,0.18766215443611145,2332.1459509,0.24937951564788818,483.9574062522027,43.57698711290865,179,88.02277133291226,268.07754044859695,76.44394407931286,708.9835175659515,1745999638.4765222,55.97228525418222,631.4404769677233
,,,,2337.500154559,,,,180,,,,,1745999643.8308492,,
,,,,2340.401817722,,,,181,,,,,1745999646.73269,,
,,,,2343.296310636,,,,182,,,,,1745999649.6271834,,
,,,,2346.223430031,,,,183,,,,,1745999652.5543103,,
,0.4857025742530823,,0.09303208440542221,2375.533697551,0.10119795054197311,,,184,,,,,1745999681.8641622,,
,,,,2380.951476009,,,,185,,,,,1745999687.2821774,,
,,,,2384.050403735,,,,186,,,,,1745999690.3812222,,
,,,,2387.135688647,,,,187,,,,,1745999693.4663327,,
,,,,2390.218563539,,,,188,,,,,1745999696.5493793,,
150.15705720213606,0.5798073410987854,524.8388184864475,0.17847278714179993,2461.134667885,0.1866377592086792,480.49285926119524,45.72695069940681,189,91.63925700489352,265.28920608096166,77.40622337363145,704.6003220174362,1745999767.464661,56.091096398064074,623.5245242554664
,,,,2466.738304257,,,,190,,,,,1745999773.0688472,,
,,,,2469.85500429,,,,191,,,,,1745999776.1857703,,
,,,,2472.953673178,,,,192,,,,,1745999779.2843676,,
,,,,2476.029257705,,,,193,,,,,1745999782.3601508,,
,0.5830358862876892,,0.11720503866672516,2505.729527134,0.13700278103351593,,,194,,,,,1745999812.060148,,
,,,,2511.196386223,,,,195,,,,,1745999817.527226,,
,,,,2514.250113903,,,,196,,,,,1745999820.5809574,,
,,,,2517.278749438,,,,197,,,,,1745999823.6087809,,
,,,,2520.386318001,,,,198,,,,,1745999826.717154,,
146.49518162569404,0.5969836115837097,523.6393125318206,0.12347948551177979,2590.062181344,0.1424528807401657,482.23307005727037,47.836742309834335,199,85.44316962487152,265.37818527405483,76.72949922501266,704.010909700755,1745999896.3922994,49.67590244804426,621.4657990257684
,,,,2595.727856134,,,,200,,,,,1745999902.0585766,,
,,,,2598.780311949,,,,201,,,,,1745999905.1089013,,
,,,,2601.843809825,,,,202,,,,,1745999908.1746306,,
,,,,2604.929934827,,,,203,,,,,1745999911.2605171,,
,0.5089694261550903,,0.09743747860193253,2634.945553267,0.12442159652709961,,,204,,,,,1745999941.2760146,,
,,,,2640.414214066,,,,205,,,,,1745999946.7449942,,
,,,,2643.536844173,,,,206,,,,,1745999949.8676255,,
,,,,2646.609855575,,,,207,,,,,1745999952.9405575,,
,,,,2649.677696283,,,,208,,,,,1745999956.0083842,,
132.92178943142886,0.5567560195922852,523.5366767173123,0.067713163793087,2719.937078899,0.13288050889968872,482.717664865505,41.53642939544926,209,83.64111231431855,260.65039322796,77.2536813520239,700.8269519659585,1746000026.2671688,54.82204082843444,615.4878417180994
,,,,2725.579480415,,,,210,,,,,1746000031.9100978,,
,,,,2728.776427798,,,,211,,,,,1746000035.1071665,,
,,,,2731.993997097,,,,212,,,,,1746000038.324737,,
,,,,2735.218818739,,,,213,,,,,1746000041.549519,,
,0.5740752816200256,,0.09236693382263184,2764.653176718,0.09878520667552948,,,214,,,,,1746000070.9835436,,
,,,,2770.147897007,,,,215,,,,,1746000076.478649,,
,,,,2773.155858356,,,,216,,,,,1746000079.486594,,
,,,,2776.081356403,,,,217,,,,,1746000082.4119155,,
,,,,2779.021357624,,,,218,,,,,1746000085.3521454,,
147.4223053375477,0.5622624158859253,522.9759732567894,0.07183956354856491,2848.352986826,0.09313523024320602,479.98143939053074,47.70474077727101,219,90.04825937509868,261.24151949251967,77.09804753456874,699.5182527230062,1746000154.6822605,52.659516092599574,615.2174594139346
,,,,2853.755782472,,,,220,,,,,1746000160.086481,,
,,,,2856.864487308,,,,221,,,,,1746000163.195232,,
,,,,2859.887937722,,,,222,,,,,1746000166.2187438,,
,,,,2862.988750522,,,,223,,,,,1746000169.319543,,
,0.539673388004303,,0.11779022216796875,2892.914289808,0.14151567220687866,,,224,,,,,1746000199.2446983,,
,,,,2898.48732744,,,,225,,,,,1746000204.8181283,,
,,,,2901.62347121,,,,226,,,,,1746000207.9300182,,
,,,,2904.733931735,,,,227,,,,,1746000211.064773,,
,,,,2907.872090285,,,,228,,,,,1746000214.2027292,,
162.5687344715831,0.5412742495536804,521.6733809831566,0.10642995685338974,2977.540097056,0.15335755050182343,479.14032053850906,46.384220714441064,229,97.30278664962431,265.7416373584298,74.43015052384106,706.383904199147,1746000283.8701432,55.655480938424084,632.2752402969869
,,,,2983.395170442,,,,230,,,,,1746000289.7259157,,
,,,,2986.487926393,,,,231,,,,,1746000292.8187423,,
,,,,2989.571173572,,,,232,,,,,1746000295.9019077,,
,,,,2992.625641844,,,,233,,,,,1746000298.9565573,,
,0.5399715304374695,,0.15208952128887177,3022.272470427,0.10821904242038727,,,234,,,,,1746000328.6031623,,
,,,,3027.913658567,,,,235,,,,,1746000334.2444344,,
,,,,3031.005147759,,,,236,,,,,1746000337.335916,,
,,,,3034.316818083,,,,237,,,,,1746000340.6476333,,
,,,,3037.411919827,,,,238,,,,,1746000343.7427042,,
151.03906001902035,0.5774556994438171,524.8861401857015,0.17065125703811646,3107.281292261,0.08978271484375,487.0272776369882,45.15968622426731,239,88.65109308705475,264.48070935743567,76.78726201803757,714.3634212199811,1746000413.6118205,48.12741310019357,641.7547805485447
,,,,3112.765976895,,,,240,,,,,1746000419.096766,,
,,,,3115.777661419,,,,241,,,,,1746000422.1084483,,
,,,,3118.77411838,,,,242,,,,,1746000425.104937,,
,,,,3121.815387146,,,,243,,,,,1746000428.1037092,,
,0.4537496268749237,,-0.0013160745147615671,3151.599469331,-0.024766331538558006,,,244,,,,,1746000457.928219,,
,,,,3157.400213741,,,,245,,,,,1746000463.7308643,,
,,,,3160.409720173,,,,246,,,,,1746000466.7405138,,
,,,,3163.498539137,,,,247,,,,,1746000469.8292966,,
,,,,3166.498910242,,,,248,,,,,1746000472.8298233,,
143.56987752921856,0.4994138777256012,524.525293145206,0.06766823679208755,3235.065721776,0.09148085117340088,488.52171709677424,40.15392166240979,249,90.04066198310332,270.7575714038593,76.77344575166124,723.1417833956122,1746000541.3961518,55.136569712488,659.4286625451206
,,,,3240.656810049,,,,250,,,,,1746000546.9874375,,
,,,,3243.743722718,,,,251,,,,,1746000550.0737267,,
,,,,3246.830188977,,,,252,,,,,1746000553.1610117,,
,,,,3249.969847554,,,,253,,,,,1746000556.3006487,,
,0.5029563903808594,,0.0682833343744278,3279.948407863,0.10577564686536789,,,254,,,,,1746000586.2789412,,
,,,,3285.622946353,,,,255,,,,,1746000591.9536102,,
,,,,3288.796439077,,,,256,,,,,1746000595.1272972,,
,,,,3292.081197433,,,,257,,,,,1746000598.411947,,
,,,,3295.155723984,,,,258,,,,,1746000601.48652,,
149.37176310684168,0.519587516784668,524.7506486674754,0.0766543373465538,3364.841394748,0.07923101633787155,490.05421511719607,42.87855197677694,259,85.5593177942224,270.9845184138968,75.41947453601642,719.4715150330699,1746000671.1714237,55.21662032402334,648.3816645910547
,,,,3370.589782875,,,,260,,,,,1746000676.920473,,
,,,,3373.663790695,,,,261,,,,,1746000679.994623,,
,,,,3376.731037139,,,,262,,,,,1746000683.061774,,
,,,,3379.833470198,,,,263,,,,,1746000686.1642778,,
,0.5712859034538269,,0.13990052044391632,3410.141677943,0.06855881214141846,,,264,,,,,1746000716.4721808,,
,,,,3415.69754764,,,,265,,,,,1746000722.0281534,,
,,,,3418.83073897,,,,266,,,,,1746000725.1615622,,
,,,,3421.86101959,,,,267,,,,,1746000728.1918404,,
,,,,3424.870193147,,,,268,,,,,1746000731.2010689,,
153.38038521052002,0.48989787697792053,527.3767272294241,0.19151881337165833,3493.916460069,0.20318356156349182,489.62247472173664,44.935206329206274,269,89.8349735843541,268.898549324887,78.42959402381096,714.2806213147716,1746000800.2467098,53.246877600452876,634.2530766733241
,,,,3499.476682589,,,,270,,,,,1746000805.807547,,
,,,,3502.563492726,,,,271,,,,,1746000808.8942683,,
,,,,3505.569420536,,,,272,,,,,1746000811.9002802,,
,,,,3508.62659141,,,,273,,,,,1746000814.9574537,,
,0.5422677993774414,,0.12846586108207703,3538.193407006,0.18096251785755157,,,274,,,,,1746000844.5241556,,
,,,,3543.781003902,,,,275,,,,,1746000850.1117163,,
,,,,3546.904859718,,,,276,,,,,1746000853.2356186,,
,,,,3549.989129048,,,,277,,,,,1746000856.3198736,,
,,,,3553.221390134,,,,278,,,,,1746000859.5519998,,
147.80973222945883,0.5242277979850769,523.9995719846441,0.09951432794332504,3620.372583999,0.08461224287748337,488.07839508579286,43.58392340212256,279,89.02537894063121,267.8782500647531,77.45346263368756,717.633303516123,1746000926.702695,54.35150292527006,648.0661666874939
,,,,3625.770417029,,,,280,,,,,1746000932.1011477,,
,,,,3628.86836642,,,,281,,,,,1746000935.1992745,,
,,,,3631.935457921,,,,282,,,,,1746000938.2238178,,
,,,,3634.910728506,,,,283,,,,,1746000941.2415254,,
,0.49221667647361755,,0.036284178495407104,3664.856255997,0.06807386130094528,,,284,,,,,1746000971.1865687,,
,,,,3670.463045792,,,,285,,,,,1746000976.7937694,,
,,,,3673.60649943,,,,286,,,,,1746000979.937268,,
,,,,3676.670003701,,,,287,,,,,1746000983.0007856,,
,,,,3679.853123597,,,,288,,,,,1746000986.1838872,,
139.8130390795827,0.5101780295372009,523.977757402339,0.0911971926689148,3749.553415905,0.1300489604473114,489.839143402845,39.78151443095767,289,88.9805138743081,269.3190716271472,77.33300334925153,723.7414764595405,1746001055.8838022,52.53340660386028,660.877254530094
,,,,3755.370191359,,,,290,,,,,1746001061.700644,,
,,,,3758.486198688,,,,291,,,,,1746001064.8169312,,
,,,,3761.611301062,,,,292,,,,,1746001067.942016,,
,,,,3764.743728478,,,,293,,,,,1746001071.074357,,
,0.6185571551322937,,0.2077718824148178,3794.553020621,0.18782322108745575,,,294,,,,,1746001100.8832884,,
,,,,3800.094548088,,,,295,,,,,1746001106.4251556,,
,,,,3803.151206165,,,,296,,,,,1746001109.482005,,
,,,,3806.202720001,,,,297,,,,,1746001112.5333908,,
,,,,3809.402324559,,,,298,,,,,1746001115.7331939,,
152.35924078719015,0.5232173800468445,524.5655800796612,0.1521940976381302,3881.193474614,0.12738369405269623,498.72959708391716,38.80036031397556,299,94.39976695984818,273.20177452611597,76.36962834131369,730.3899368092858,1746001187.523929,55.375741722291195,666.0787775965784
,,,,3887.143382019,,,,300,,,,,1746001193.4740024,,
,,,,3890.319579935,,,,301,,,,,1746001196.6503131,,
,,,,3893.484658192,,,,302,,,,,1746001199.8154485,,
,,,,3896.6698208,,,,303,,,,,1746001203.0006387,,
,0.5871858596801758,,0.07469730079174042,3927.161378692,0.16614840924739838,,,304,,,,,1746001233.4920075,,
,,,,3933.426932623,,,,305,,,,,1746001239.75763,,
,,,,3936.637274041,,,,306,,,,,1746001242.967904,,
,,,,3939.777129,,,,307,,,,,1746001246.1079268,,
,,,,3943.108938192,,,,308,,,,,1746001249.4397655,,
166.5943780025244,0.514356791973114,526.2230457351035,0.1318570226430893,4014.769773781,0.1474904865026474,498.52651530558046,38.29750824392455,309,98.2038189992164,274.0752797701693,76.8468046396404,741.4738615702369,1746001321.0998242,57.54553498246988,691.8974529998238
,,,,4020.504118286,,,,310,,,,,1746001326.8348181,,
,,,,4023.535684962,,,,311,,,,,1746001329.8662987,,
,,,,4026.394264027,,,,312,,,,,1746001332.7250862,,
,,,,4029.353405875,,,,313,,,,,1746001335.6841455,,
,0.5493585467338562,,0.04372221976518631,4059.753291111,0.09777623414993286,,,314,,,,,1746001366.083818,,
,,,,4065.787098561,,,,315,,,,,1746001372.117713,,
,,,,4069.06165468,,,,316,,,,,1746001375.3921845,,
,,,,4072.393648689,,,,317,,,,,1746001378.724326,,
,,,,4075.630715946,,,,318,,,,,1746001381.9615672,,
159.3755151666741,0.5602348446846008,528.0097292922998,0.11967404186725616,4147.154972086,0.18417853116989136,504.86279234540837,42.20919423964131,319,88.85423745796405,277.4962650692947,79.24611630427957,760.2236559322769,1746001453.4852645,49.35027871917458,728.938485658336
