Evaluation/100instances/idleT_eval_std,Training/Update/global_critic_loss,Evaluation/100instances/pt_eval_mean,Training/Update/machine_actor_loss,_runtime,Training/Update/job_actor_loss,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/transT_eval_std,_step,Evaluation/100instances/obj_eval_std,Evaluation/100instances/transT_eval_mean,Evaluation/100instances/pt_eval_std,Evaluation/100instances/obj_eval_mean,_timestamp,Evaluation/100instances/mk_eval_std,Evaluation/100instances/idleT_eval_mean
,,,,7911.623718212,,,,607,,,,,1746005217.9544394,,
,,,,7914.815323556,,,,608,,,,,1746005221.145951,,
659.9300939866515,0.5220176577568054,524.7293313926835,0.10715939104557037,7984.758242523,0.06355170160531998,625.6968745987834,39.12625323727599,609,316.254914753375,274.8271243646578,78.0082739325531,1075.987022923717,1746005291.0887089,127.80678568475435,1402.1277891354964
,,,,7991.109995156,,,,610,,,,,1746005297.440542,,
,,,,7994.257793385,,,,611,,,,,1746005300.588464,,
,,,,7997.418947586,,,,612,,,,,1746005303.7496083,,
,,,,8000.832598558,,,,613,,,,,1746005307.1634026,,
,0.5566808581352234,,0.13556019961833954,8041.891596197,0.14528058469295502,,,614,,,,,1746005348.2218926,,
,,,,8047.875660947,,,,615,,,,,1746005354.2063255,,
,,,,8050.881183632,,,,616,,,,,1746005357.2118702,,
,,,,8053.782592346,,,,617,,,,,1746005360.1134655,,
,,,,8056.814458068,,,,618,,,,,1746005363.1452203,,
505.0246515353257,0.46510353684425354,528.8114007869809,0.03097814880311489,8126.442816856,0.07722120732069016,608.8595441883571,37.259124826045074,619,247.5150125594795,274.7418702963059,80.02294737838996,1034.3858299460228,1746005432.7733166,106.56656366086084,1310.9226947415657
,,,,8132.44077618,,,,620,,,,,1746005438.7714388,,
,,,,8135.577995769,,,,621,,,,,1746005441.9087477,,
,,,,8138.734763374,,,,622,,,,,1746005445.0655537,,
,,,,8141.926634922,,,,623,,,,,1746005448.2573507,,
,0.4829583168029785,,0.043842997401952744,8171.757066105,0.05034991726279259,,,624,,,,,1746005478.0878077,,
,,,,8177.791388653,,,,625,,,,,1746005484.108225,,
,,,,8180.877318681,,,,626,,,,,1746005487.2080889,,
,,,,8183.926281841,,,,627,,,,,1746005490.2570775,,
,,,,8187.211153576,,,,628,,,,,1746005493.5419936,,
398.0203015267629,0.507567822933197,525.5829507379719,0.09304387867450714,8256.219729149,0.0952128991484642,586.7884266839194,40.37950964760048,629,200.06357550976972,278.46536461148116,78.54132761807972,972.9297946251769,1746005562.5501733,89.60113360440965,1180.7204268353098
,,,,8262.400829383,,,,630,,,,,1746005568.731553,,
,,,,8265.474746742,,,,631,,,,,1746005571.805539,,
,,,,8268.58545816,,,,632,,,,,1746005574.916268,,
,,,,8271.668171706,,,,633,,,,,1746005577.9989388,,
,0.5411458611488342,,0.17661456763744354,8301.53373143,0.13828478753566742,,,634,,,,,1746005607.8642392,,
,,,,8307.625581317,,,,635,,,,,1746005613.9563034,,
,,,,8310.762972862,,,,636,,,,,1746005617.0938063,,
,,,,8313.876416216,,,,637,,,,,1746005620.2070928,,
,,,,8317.134855589,,,,638,,,,,1746005623.4654438,,
431.09354915784843,0.4329545199871063,524.7178822723831,0.05914986878633499,8387.578893616,0.08274101465940475,609.3239733276154,42.75836468323202,639,215.85549132279363,274.75749287479744,78.6769260144424,1046.6371248411729,1746005693.9091008,96.36635632584735,1345.172210065535
,,,,8393.926547614,,,,640,,,,,1746005700.25722,,
,,,,8397.033909111,,,,641,,,,,1746005703.3647234,,
,,,,8400.099259172,,,,642,,,,,1746005706.4299636,,
,,,,8403.29191218,,,,643,,,,,1746005709.622593,,
,0.6419485211372375,,0.11577808111906052,8433.071402132,0.20878803730010986,,,644,,,,,1746005739.4015787,,
,,,,8439.128881679,,,,645,,,,,1746005745.459653,,
,,,,8442.237884511,,,,646,,,,,1746005748.5686529,,
,,,,8445.446188208,,,,647,,,,,1746005751.7769709,,
,,,,8448.429632226,,,,648,,,,,1746005754.7603464,,
451.3499699958133,0.41874510049819946,522.8477829726389,0.05001664161682129,8517.814472564,0.11841877549886703,616.4324653491454,39.12179070579567,649,220.8118428033295,279.436170011897,75.51326324029648,1047.9796328978923,1746005824.1448503,100.15288807573702,1340.9507489169985
,,,,8524.137750772,,,,650,,,,,1746005830.468542,,
,,,,8527.215657036,,,,651,,,,,1746005833.5463564,,
,,,,8530.315899903,,,,652,,,,,1746005836.6466863,,
,,,,8533.422101775,,,,653,,,,,1746005839.752831,,
,0.4995907247066498,,0.009797352366149426,8563.736263191,0.06408261507749557,,,654,,,,,1746005870.0668101,,
,,,,8570.129135196,,,,655,,,,,1746005876.4597406,,
,,,,8573.275909029,,,,656,,,,,1746005879.6066046,,
,,,,8576.477631569,,,,657,,,,,1746005882.8084307,,
,,,,8579.562154534,,,,658,,,,,1746005885.8929207,,
476.1765789341467,0.5421523451805115,526.4861570396968,0.1651453971862793,8650.262737511,0.17386214435100555,621.5998198888894,39.64489740192891,659,234.75637466884578,273.1297655912114,76.67726563706056,1055.2210992957139,1746005956.592706,101.98759294442753,1353.4018885150933
,,,,8657.203549442,,,,660,,,,,1746005963.5341728,,
,,,,8660.964335,,,,661,,,,,1746005967.29508,,
,,,,8664.703299955,,,,662,,,,,1746005971.0340433,,
,,,,8667.869212782,,,,663,,,,,1746005974.20005,,
,0.5071059465408325,,0.18212711811065674,8698.477413222,0.17995595932006836,,,664,,,,,1746006004.807721,,
,,,,8704.928042181,,,,665,,,,,1746006011.2587807,,
,,,,8708.022677922,,,,666,,,,,1746006014.353383,,
,,,,8711.144834753,,,,667,,,,,1746006017.47567,,
,,,,8714.202820836,,,,668,,,,,1746006020.5335221,,
354.35095236784684,0.48794612288475037,525.4586326152667,0.10965926945209503,8786.478498574,0.1926325112581253,562.5381013088547,35.5477101392145,669,180.5195478865288,274.1852292607647,77.38872969253775,918.0470700498059,1746006092.8085482,85.73641664670501,1070.028326570011
,,,,8792.636123003,,,,670,,,,,1746006098.9667568,,
,,,,8795.785166465,,,,671,,,,,1746006102.115959,,
,,,,8799.042962116,,,,672,,,,,1746006105.3736427,,
,,,,8802.209548554,,,,673,,,,,1746006108.5403733,,
,0.4692566990852356,,-0.0036449425388127565,8832.492487184,0.09121975302696228,,,674,,,,,1746006138.8229842,,
,,,,8838.69200177,,,,675,,,,,1746006145.0227575,,
,,,,8841.743976904,,,,676,,,,,1746006148.07484,,
,,,,8844.925579579,,,,677,,,,,1746006151.2563903,,
,,,,8848.00177586,,,,678,,,,,1746006154.3325007,,
388.59949740927505,0.4916052520275116,525.9138782511683,0.1663239747285843,8916.288279665,0.2108086347579956,569.6997310971012,39.36263769589076,679,202.61879075928724,268.0417185359212,78.447626738336,933.5791682413661,1746006222.6184177,92.52173632666293,1104.3134519871855
,,,,8922.425447779,,,,680,,,,,1746006228.7559922,,
,,,,8925.538196563,,,,681,,,,,1746006231.869104,,
,,,,8928.573947346,,,,682,,,,,1746006234.9048343,,
,,,,8931.648224629,,,,683,,,,,1746006237.9791212,,
,0.49350863695144653,,0.08065487444400787,8962.011790242,0.12801259756088257,,,684,,,,,1746006268.3423867,,
,,,,8968.201236988,,,,685,,,,,1746006274.5319114,,
,,,,8971.293344249,,,,686,,,,,1746006277.6240497,,
,,,,8974.551846871,,,,687,,,,,1746006280.8825176,,
,,,,8977.659958311,,,,688,,,,,1746006283.9907053,,
368.83404452720606,0.5793068408966064,522.8253506350048,0.16480565071105957,9048.180329375,0.1346510946750641,589.3077914613484,37.450890735200545,689,188.47372804394658,268.5222124767039,78.12015993146956,990.612949688023,1746006354.5104256,86.00819061331332,1230.138125885353
,,,,9054.29930384,,,,690,,,,,1746006360.6300404,,
,,,,9057.39493578,,,,691,,,,,1746006363.7256424,,
,,,,9060.454648032,,,,692,,,,,1746006366.7853978,,
,,,,9063.56192991,,,,693,,,,,1746006369.8928096,,
,0.49472376704216003,,0.08241068571805954,9093.781279945,0.1656411737203598,,,694,,,,,1746006400.1117606,,
,,,,9100.037083277,,,,695,,,,,1746006406.3678508,,
,,,,9103.154951838,,,,696,,,,,1746006409.4856944,,
,,,,9106.304317694,,,,697,,,,,1746006412.6350365,,
,,,,9109.363698854,,,,698,,,,,1746006415.6944406,,
504.296294139626,0.4512225091457367,522.3039903938192,-0.013064766302704811,9180.320961673,0.04526662081480026,615.4392243505914,44.72924869709117,699,245.95023476639912,268.6221984564238,75.87461452909606,1058.3159354475524,1746006486.6513994,103.1952851828657,1373.7355246462578
,,,,9186.653939382,,,,700,,,,,1746006492.9846103,,
,,,,9189.765890579,,,,701,,,,,1746006496.0966218,,
,,,,9192.953366341,,,,702,,,,,1746006499.2840583,,
,,,,9196.149635069,,,,703,,,,,1746006502.4803476,,
,0.4939909875392914,,0.15012557804584503,9226.236290943,0.0854230746626854,,,704,,,,,1746006532.567008,,
,,,,9232.627382134,,,,705,,,,,1746006538.9579952,,
,,,,9235.731353236,,,,706,,,,,1746006542.061212,,
,,,,9238.837097032,,,,707,,,,,1746006545.167712,,
,,,,9241.98636223,,,,708,,,,,1746006548.3170724,,
431.82268375592224,0.5291692018508911,527.0010069516868,0.17529886960983276,9310.544810892,0.15647150576114655,632.2469715361591,44.128128087263065,709,221.43382887364282,269.107318749463,79.7690430971846,1077.2743958399963,1746006616.8748739,99.00891748978458,1399.3843517374137
,,,,9316.561324606,,,,710,,,,,1746006622.8920605,,
,,,,9319.904183525,,,,711,,,,,1746006626.234949,,
,,,,9323.044856303,,,,712,,,,,1746006629.3755662,,
,,,,9326.177038179,,,,713,,,,,1746006632.5078351,,
,0.4837605059146881,,0.16289857029914856,9356.219574094,0.1577887386083603,,,714,,,,,1746006662.5502422,,
,,,,9362.577644072,,,,715,,,,,1746006668.9082246,,
,,,,9365.662384037,,,,716,,,,,1746006671.9932644,,
,,,,9368.760481297,,,,717,,,,,1746006675.0912845,,
,,,,9371.840140776,,,,718,,,,,1746006678.1709983,,
365.84983697325345,0.5346154570579529,524.1848854759969,0.11350728571414948,9441.774777953,0.17148172855377197,544.257765812266,39.436929958013664,719,189.48443083442254,280.58630098040373,76.62287095221033,880.1316902935589,1746006748.1049623,82.22816838717213,991.593423955433
,,,,9447.8769662,,,,720,,,,,1746006754.2074935,,
,,,,9450.844320814,,,,721,,,,,1746006757.1731732,,
,,,,9453.978167439,,,,722,,,,,1746006760.3091037,,
,,,,9457.062097818,,,,723,,,,,1746006763.3929849,,
,0.5137410163879395,,0.09453009068965912,9489.690404957,0.07630382478237152,,,724,,,,,1746006796.0208046,,
,,,,9496.373252235,,,,725,,,,,1746006802.7040043,,
,,,,9500.052054116,,,,726,,,,,1746006806.3829086,,
,,,,9503.056209574,,,,727,,,,,1746006809.3871334,,
,,,,9506.152086125,,,,728,,,,,1746006812.4799998,,
238.53747546982157,0.5551773309707642,523.0616353301592,0.18515460193157196,9574.890777641,0.14922025799751282,532.3607247004533,37.63290116242031,729,126.07011024169555,269.51300593747777,74.8596814192766,835.7120337181046,1746006881.2189565,63.93561101748218,899.10122129591
,,,,9580.923354431,,,,730,,,,,1746006887.2541287,,
,,,,9583.903863772,,,,731,,,,,1746006890.2346597,,
,,,,9587.005408527,,,,732,,,,,1746006893.336143,,
,,,,9590.078275793,,,,733,,,,,1746006896.4092011,,
,0.45774754881858826,,0.09180904924869537,9620.114722849,0.11977100372314453,,,734,,,,,1746006926.4452627,,
,,,,9626.414119653,,,,735,,,,,1746006932.7448275,,
,,,,9629.679291064,,,,736,,,,,1746006936.010122,,
,,,,9632.739373354,,,,737,,,,,1746006939.070147,,
,,,,9635.889076525,,,,738,,,,,1746006942.2198577,,
183.94187707870822,0.5103694200515747,524.0248504587591,0.10187812149524689,9705.339874014,0.15552584826946259,510.7446464181244,39.170200373348905,739,102.87891898556306,270.6870034536822,76.61589414196669,781.8885057424569,1746007011.6697764,58.002062154835556,784.6082657524173
,,,,9711.513056953,,,,740,,,,,1746007017.8438225,,
,,,,9714.378492276,,,,741,,,,,1746007020.7093647,,
,,,,9717.269409103,,,,742,,,,,1746007023.600321,,
,,,,9720.100036785,,,,743,,,,,1746007026.4309223,,
,0.4703316390514374,,0.06359689682722092,9749.739860934,0.10671567171812057,,,744,,,,,1746007056.0703,,
,,,,9755.947656847,,,,745,,,,,1746007062.278503,,
,,,,9759.114740146,,,,746,,,,,1746007065.4456193,,
,,,,9762.14961473,,,,747,,,,,1746007068.4801261,,
,,,,9765.233740685,,,,748,,,,,1746007071.564516,,
172.93972869333464,0.4975970685482025,522.1305332423137,-0.027150435373187065,9835.825190575,0.01225525327026844,515.7685768809802,37.30926889341435,749,95.03731433320996,266.55958638181585,75.10943593301165,787.8172730778986,1746007142.1550875,53.26956229740702,798.3642793805448
,,,,9842.005226281,,,,750,,,,,1746007148.335903,,
,,,,9845.192624627,,,,751,,,,,1746007151.5232842,,
,,,,9848.312585897,,,,752,,,,,1746007154.64341,,
,,,,9851.422380517,,,,753,,,,,1746007157.7531157,,
,0.5201064944267273,,0.08692888915538788,9881.305291806,0.10560878366231918,,,754,,,,,1746007187.6358993,,
,,,,9887.605635754,,,,755,,,,,1746007193.9363155,,
,,,,9890.737493657,,,,756,,,,,1746007197.0682683,,
,,,,9893.88043348,,,,757,,,,,1746007200.2112231,,
,,,,9896.955382789,,,,758,,,,,1746007203.2861784,,
150.5433454168562,0.45829683542251587,522.8380467848309,-0.03473389521241188,9966.223684501,-0.012988909147679806,527.5723916284663,40.610089920460645,759,91.54691823102044,277.5971740506863,77.720755586599,800.173933808438,1746007272.553917,59.52340336905262,811.2258090824547
,,,,9972.621967884,,,,760,,,,,1746007278.9524834,,
,,,,9975.695518846,,,,761,,,,,1746007282.0263147,,
,,,,9978.903694063,,,,762,,,,,1746007285.2345166,,
,,,,9982.038585154,,,,763,,,,,1746007288.3693876,,
,0.522113025188446,,0.1500813513994217,10011.591382447,0.13433526456356049,,,764,,,,,1746007317.9218311,,
,,,,10017.783232657,,,,765,,,,,1746007324.1139424,,
,,,,10020.85991359,,,,766,,,,,1746007327.1907425,,
,,,,10023.913777888,,,,767,,,,,1746007330.2446268,,
,,,,10026.939821633,,,,768,,,,,1746007333.2705822,,
139.8554893682508,0.5153037905693054,521.7420586823401,0.13857005536556244,10095.715486059,0.14011672139167786,512.137275289478,34.583615176246255,769,85.33070626582756,276.1367750618119,77.62204552355455,774.7830535201225,1746007402.045844,52.32266849284413,765.0099122975818
,,,,10101.978071762,,,,770,,,,,1746007408.3048954,,
,,,,10105.064374814,,,,771,,,,,1746007411.3950462,,
,,,,10108.198992613,,,,772,,,,,1746007414.5296886,,
,,,,10111.2924962,,,,773,,,,,1746007417.6234283,,
,0.5274574160575867,,0.051695432513952255,10140.958289993,0.1261981725692749,,,774,,,,,1746007447.288788,,
,,,,10147.024031881,,,,775,,,,,1746007453.354599,,
,,,,10149.983603803,,,,776,,,,,1746007456.3141983,,
,,,,10152.9569221,,,,777,,,,,1746007459.2876947,,
,,,,10155.990835576,,,,778,,,,,1746007462.3216927,,
196.06804495950573,0.46162673830986023,524.5494665662202,0.026582706719636917,10225.557109486,0.035211123526096344,503.36053189822735,43.35242222411357,779,108.70748578398272,268.76656286921474,77.16967143352635,763.2057076228389,1746007531.8873677,54.46082040235717,745.7209891580425
,,,,10231.729603848,,,,780,,,,,1746007538.0603573,,
,,,,10234.76430166,,,,781,,,,,1746007541.0950677,,
,,,,10237.831563497,,,,782,,,,,1746007544.162351,,
,,,,10240.874279279,,,,783,,,,,1746007547.2032282,,
,0.516859233379364,,0.07902903854846954,10270.681435029,0.03228883817791939,,,784,,,,,1746007577.0118103,,
,,,,10277.02264231,,,,785,,,,,1746007583.3534572,,
,,,,10280.114539394,,,,786,,,,,1746007586.4452207,,
,,,,10283.199241931,,,,787,,,,,1746007589.5299954,,
,,,,10286.227148455,,,,788,,,,,1746007592.5578718,,
317.384964399733,0.4914546012878418,523.6714396428406,0.027563033625483513,10355.111654352,0.04657421633601189,516.9444997176955,41.24997290613221,789,163.12456566691543,272.6583311520981,76.00141528953434,801.0507372617975,1746007661.4419103,74.24658542908575,825.6817382179086
,,,,10361.301504092,,,,790,,,,,1746007667.632236,,
,,,,10364.388136061,,,,791,,,,,1746007670.7190387,,
,,,,10367.535644914,,,,792,,,,,1746007673.8665018,,
,,,,10371.251232818,,,,793,,,,,1746007677.58009,,
,0.5912712216377258,,0.14526252448558807,10408.629144202,0.15624572336673737,,,794,,,,,1746007714.9598782,,
,,,,10414.939524921,,,,795,,,,,1746007721.2702997,,
,,,,10417.928787694,,,,796,,,,,1746007724.259634,,
,,,,10420.921614165,,,,797,,,,,1746007727.2524066,,
,,,,10423.936899478,,,,798,,,,,1746007730.267809,,
257.3153140293535,0.47191324830055237,523.8491703938223,0.0655703917145729,10492.71039348,0.06107223778963089,514.2796820202201,45.71801729207007,799,139.20319679070388,278.63584917389136,75.27930300667526,791.423522657974,1746007799.0406153,68.27958679213953,801.1120296439465
,,,,10498.953406485,,,,800,,,,,1746007805.2840226,,
,,,,10502.017625168,,,,801,,,,,1746007808.3483138,,
,,,,10505.093551972,,,,802,,,,,1746007811.4243398,,
,,,,10508.30925165,,,,803,,,,,1746007814.6399293,,
,0.5681843757629395,,0.1697324514389038,10537.535378282,0.2041587382555008,,,804,,,,,1746007843.8661056,,
,,,,10543.918597919,,,,805,,,,,1746007850.2493708,,
,,,,10547.009163165,,,,806,,,,,1746007853.340051,,
,,,,10550.086585675,,,,807,,,,,1746007856.4173377,,
,,,,10553.027275667,,,,808,,,,,1746007859.3580203,,
361.9997063311917,0.5715098977088928,521.8476213923744,0.10413970053195953,10621.23448138,0.12037479877471924,530.7052287212806,41.080921430998046,809,183.79078300969695,272.45487109864064,72.84447718444503,832.2224700236985,1746007927.5645218,78.76736563236537,891.77588939627
,,,,10627.746914647,,,,810,,,,,1746007934.0775716,,
,,,,10630.868073401,,,,811,,,,,1746007937.198866,,
,,,,10633.952552563,,,,812,,,,,1746007940.283348,,
,,,,10637.009632729,,,,813,,,,,1746007943.340502,,
,0.536594808101654,,0.15024642646312714,10666.575658711,0.15209631621837616,,,814,,,,,1746007972.9062796,,
,,,,10672.857759036,,,,815,,,,,1746007979.1885712,,
,,,,10675.935606397,,,,816,,,,,1746007982.2663436,,
,,,,10679.010804041,,,,817,,,,,1746007985.3416688,,
,,,,10682.051708448,,,,818,,,,,1746007988.3826287,,
321.6535923250946,0.5018786787986755,523.8314142724031,0.05989987403154373,10750.900593266,0.12649890780448914,523.5466566208601,40.65675051288913,819,163.58234431670613,273.9392424557685,76.52123389492102,804.6482109193447,1746008057.2310643,78.12687316575709,827.2728351772139
,,,,10757.092726545,,,,820,,,,,1746008063.4235597,,
,,,,10760.109334942,,,,821,,,,,1746008066.4400094,,
,,,,10763.083462647,,,,822,,,,,1746008069.4143267,,
,,,,10766.160604405,,,,823,,,,,1746008072.4914742,,
,0.4860561490058899,,0.08743029087781906,10796.157367702,0.10626033693552017,,,824,,,,,1746008102.487596,,
,,,,10802.591262436,,,,825,,,,,1746008108.9219117,,
,,,,10805.725113455,,,,826,,,,,1746008112.0559306,,
,,,,10808.90778707,,,,827,,,,,1746008115.2384088,,
,,,,10812.059011205,,,,828,,,,,1746008118.3897123,,
368.7428958117021,0.5229796767234802,523.3387936846946,0.09124133735895157,10880.626034065,0.06605267524719238,518.7669748368332,38.44483767632709,829,188.82406327693585,266.56168662346545,76.87286613710455,806.210578967501,1746008186.9563758,86.52319896584133,840.1398355854917
,,,,10886.987834728,,,,830,,,,,1746008193.3187096,,
,,,,10890.164744761,,,,831,,,,,1746008196.4955907,,
,,,,10893.335425751,,,,832,,,,,1746008199.6235633,,
,,,,10896.410064162,,,,833,,,,,1746008202.7409513,,
,0.5298406481742859,,0.07427532970905304,10926.216269795,0.08077599853277206,,,834,,,,,1746008232.546944,,
,,,,10932.717777243,,,,835,,,,,1746008239.0484536,,
,,,,10935.794544295,,,,836,,,,,1746008242.125335,,
,,,,10938.825430161,,,,837,,,,,1746008245.1563084,,
,,,,10941.846721245,,,,838,,,,,1746008248.1774666,,
169.55274570116214,0.5421901345252991,525.0536685683104,0.11805931478738785,11009.593674841,0.14131611585617065,487.6124856415661,39.20604577780989,839,97.1059197027704,262.95912443686336,75.98558817316098,719.7007099009026,1746008315.9237328,57.25208253973389,655.1060583239478
,,,,11016.00033561,,,,840,,,,,1746008322.3310866,,
,,,,11019.091755106,,,,841,,,,,1746008325.4224355,,
,,,,11022.310199117,,,,842,,,,,1746008328.6410017,,
,,,,11025.484205598,,,,843,,,,,1746008331.8148797,,
,0.5169643759727478,,0.07235192507505417,11055.525440256,0.13360702991485596,,,844,,,,,1746008361.8560038,,
,,,,11061.974967837,,,,845,,,,,1746008368.3056397,,
,,,,11065.093120161,,,,846,,,,,1746008371.42391,,
,,,,11068.213828071,,,,847,,,,,1746008374.5445552,,
,,,,11071.400611927,,,,848,,,,,1746008377.7313843,,
202.45420089202295,0.4806221127510071,525.6658081636333,0.09565918892621994,11156.91612486,0.18381421267986298,492.2141006914031,45.85195277248529,849,109.22337869135197,274.13039054474257,77.6660032301006,739.8570183925553,1746008463.246363,58.170048480476815,694.6974418539813
,,,,11163.355441729,,,,850,,,,,1746008469.680909,,
,,,,11166.592265405,,,,851,,,,,1746008472.9230711,,
,,,,11169.758056451,,,,852,,,,,1746008476.0887797,,
,,,,11172.848847581,,,,853,,,,,1746008479.179624,,
,0.4885040819644928,,0.09274280816316605,11202.957426415,0.11300019174814224,,,854,,,,,1746008509.2881517,,
,,,,11209.22484642,,,,855,,,,,1746008515.5556076,,
,,,,11212.467576142,,,,856,,,,,1746008518.798243,,
,,,,11215.517593666,,,,857,,,,,1746008521.848415,,
,,,,11218.625474601,,,,858,,,,,1746008524.956303,,
166.25912698164396,0.5291016101837158,524.3776022311313,0.10001394897699356,11288.698980102,0.18760189414024353,490.964277783894,43.894829385443884,859,93.45199695748275,269.48096657156754,76.0963896796783,725.8696900398587,1746008595.029423,55.6269819558985,664.5918617988375
,,,,11295.056147084,,,,860,,,,,1746008601.386843,,
,,,,11298.164821805,,,,861,,,,,1746008604.4957378,,
,,,,11301.329627496,,,,862,,,,,1746008607.6604836,,
,,,,11304.392068524,,,,863,,,,,1746008610.722938,,
,0.4448845088481903,,-0.006470062769949436,11345.552590025,-0.027099495753645897,,,864,,,,,1746008651.8831804,,
,,,,11351.921174419,,,,865,,,,,1746008658.2518258,,
,,,,11354.998453177,,,,866,,,,,1746008661.3293707,,
,,,,11358.017472275,,,,867,,,,,1746008664.348389,,
,,,,11361.160180403,,,,868,,,,,1746008667.49112,,
169.66980421193287,0.5247736573219299,523.5982412454205,0.13733436167240143,11428.441305889,0.1533239632844925,491.75921853438956,39.70138443917497,869,96.68228486584643,272.91629419133227,74.84886383205475,733.5420940927418,1746008734.769131,58.83965851681088,682.0396283563783
,,,,11434.694364577,,,,870,,,,,1746008741.0250642,,
,,,,11437.773063071,,,,871,,,,,1746008744.103972,,
,,,,11440.875077457,,,,872,,,,,1746008747.2059362,,
,,,,11443.935743079,,,,873,,,,,1746008750.2666872,,
,0.5427884459495544,,0.14217491447925568,11473.328154302,0.18493948876857758,,,874,,,,,1746008779.6587975,,
,,,,11479.646005357,,,,875,,,,,1746008785.9768271,,
,,,,11482.77789196,,,,876,,,,,1746008789.1086426,,
,,,,11485.84380674,,,,877,,,,,1746008792.1746984,,
,,,,11488.860422211,,,,878,,,,,1746008795.191319,,
171.03680856760516,0.5196437239646912,523.8064991297283,0.13381992280483246,11557.586445684,0.19027556478977203,496.08923472909913,41.86326288696337,879,94.68480262295991,280.2952571372514,77.20097352678404,733.7604548979091,1746008863.916858,55.508228646538974,674.357774817319
,,,,11563.927532199,,,,880,,,,,1746008870.258247,,
,,,,11567.093372416,,,,881,,,,,1746008873.4241714,,
,,,,11570.178420835,,,,882,,,,,1746008876.5091712,,
,,,,11573.276193118,,,,883,,,,,1746008879.6070924,,
,0.5559067726135254,,0.08975308388471603,11603.264630095,0.043198272585868835,,,884,,,,,1746008909.5950732,,
,,,,11609.74610687,,,,885,,,,,1746008916.0768723,,
,,,,11612.927421935,,,,886,,,,,1746008919.2582078,,
,,,,11616.051762047,,,,887,,,,,1746008922.382595,,
,,,,11619.055210635,,,,888,,,,,1746008925.386028,,
152.39196011620032,0.5486871600151062,524.3857479155529,0.10490969568490982,11688.049683336,0.12045007199048996,491.87420135482967,37.70392359219859,889,89.12017718419607,272.7655287962556,74.55094745104903,730.4421447754353,1746008994.3797166,56.66476219800973,673.462648270078
,,,,11694.662129917,,,,890,,,,,1746009000.9856148,,
,,,,11698.114706784,,,,891,,,,,1746009004.4455469,,
,,,,11701.685031717,,,,892,,,,,1746009008.0159492,,
,,,,11704.762894818,,,,893,,,,,1746009011.0937364,,
,0.573478639125824,,0.14713643491268158,11734.226563096,0.24435405433177948,,,894,,,,,1746009040.5568154,,
,,,,11740.697307796,,,,895,,,,,1746009047.0281663,,
,,,,11743.908129219,,,,896,,,,,1746009050.239044,,
,,,,11747.144832724,,,,897,,,,,1746009053.475702,,
,,,,11750.299273032,,,,898,,,,,1746009056.6301935,,
186.68332961800064,0.5154277682304382,524.6640227498253,0.12471137195825577,11817.665033795,0.128642275929451,506.3132455674371,37.93993778196238,899,111.01122204883058,278.7620572382513,78.8293364596364,777.2254624255223,1746009123.995012,61.509469305431786,772.7053591274167
,,,,11824.066898512,,,,900,,,,,1746009130.3977497,,
,,,,11827.06998817,,,,901,,,,,1746009133.400756,,
,,,,11830.136524445,,,,902,,,,,1746009136.4674115,,
,,,,11833.163376711,,,,903,,,,,1746009139.4914634,,
,0.5088364481925964,,0.07849472016096115,11863.046085721,0.06267481297254562,,,904,,,,,1746009169.376544,,
,,,,11869.422236703,,,,905,,,,,1746009175.7528465,,
,,,,11872.562529717,,,,906,,,,,1746009178.8933587,,
,,,,11875.673249516,,,,907,,,,,1746009182.004052,,
,,,,11878.735900636,,,,908,,,,,1746009185.0667927,,
321.5399693333314,0.607748806476593,525.9634250066615,0.1265881061553955,11948.408867347,0.18431158363819122,533.8048353086274,39.702843155062475,909,169.40999702844928,274.5250556807883,77.56222088384763,836.1992172741473,1746009254.7392638,78.93419166513074,893.4672550296851
,,,,11954.724014317,,,,910,,,,,1746009261.0547292,,
,,,,11957.749731003,,,,911,,,,,1746009264.0806549,,
,,,,11960.85747385,,,,912,,,,,1746009267.188314,,
,,,,11963.842110395,,,,913,,,,,1746009270.1728985,,
,0.5351872444152832,,0.09754997491836548,11993.63447607,0.20440998673439026,,,914,,,,,1746009299.96523,,
,,,,12000.200274457,,,,915,,,,,1746009306.5311086,,
,,,,12003.236342875,,,,916,,,,,1746009309.5672305,,
,,,,12006.340834304,,,,917,,,,,1746009312.67169,,
,,,,12009.358502318,,,,918,,,,,1746009315.6893241,,
420.4157658909739,0.5259215235710144,523.9215905389743,0.11276187747716904,12078.383353056,0.20454879105091095,555.1544485366132,40.47376301174227,919,210.68069944869703,274.1213131670369,78.30291749205793,886.9392253045487,1746009384.7135303,89.0928134684613,1001.2113676022657
,,,,12084.669349353,,,,920,,,,,1746009391.0001802,,
,,,,12087.816508046,,,,921,,,,,1746009394.147135,,
,,,,12090.892680442,,,,922,,,,,1746009397.2197638,,
,,,,12094.154824335,,,,923,,,,,1746009400.4856603,,
,0.5555305480957031,,0.137704536318779,12124.008573987,0.17100675404071808,,,924,,,,,1746009430.3390515,,
,,,,12130.267581274,,,,925,,,,,1746009436.598206,,
,,,,12133.301310897,,,,926,,,,,1746009439.6322412,,
,,,,12136.345858687,,,,927,,,,,1746009442.6767356,,
,,,,12139.504032013,,,,928,,,,,1746009445.8349073,,
