_step,_runtime,_timestamp,Training/Update/machine_actor_loss,Training/Update/job_actor_loss,Training/Update/global_critic_loss,Evaluation/100instances/mk_eval_std,Evaluation/100instances/pt_eval_std,Evaluation/100instances/transT_eval_std,Evaluation/100instances/idleT_eval_mean,Evaluation/100instances/transT_eval_mean,Evaluation/100instances/obj_eval_std,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/idleT_eval_std,Evaluation/100instances/pt_eval_mean,Evaluation/100instances/obj_eval_mean
71,1236.504041214,1746509074.377126,,,,,,,,,,,,,
72,1240.661599355,1746509078.5348802,,,,,,,,,,,,,
73,1244.47765168,1746509082.3508854,,,,,,,,,,,,,
74,1283.824448137,1746509121.697202,0.04746036231517792,0.13208916783332825,0.5172553658485413,,,,,,,,,,
75,1289.755742131,1746509127.6288202,,,,,,,,,,,,,
76,1293.095509683,1746509130.9686346,,,,,,,,,,,,,
77,1296.953695444,1746509134.826928,,,,,,,,,,,,,
78,1300.630920292,1746509138.5040698,,,,,,,,,,,,,
79,1390.819717793,1746509228.6924767,0.07854744791984558,0.06569354981184006,0.5487820506095886,68.83711595428684,76.3742199041988,44.78181430217884,754.9385067583835,275.676656666761,106.95122585172244,571.8408978598874,204.3791366881054,525.590994502486,796.083490981655
80,1396.295125951,1746509234.1682677,,,,,,,,,,,,,
81,1401.544417347,1746509239.4176438,,,,,,,,,,,,,
82,1406.96152929,1746509244.8346155,,,,,,,,,,,,,
83,1411.764029355,1746509249.6372585,,,,,,,,,,,,,
84,1451.38366907,1746509289.2566476,0.16784150898456573,0.16681113839149475,0.5932454466819763,,,,,,,,,,
85,1457.220668815,1746509295.0938241,,,,,,,,,,,,,
86,1461.407043653,1746509299.2802474,,,,,,,,,,,,,
87,1465.073301865,1746509302.9465978,,,,,,,,,,,,,
88,1469.082394497,1746509306.9555185,,,,,,,,,,,,,
89,1564.221162715,1746509402.0938203,0.13491037487983704,0.19149886071681976,0.601606011390686,56.187487630081755,73.51635276107906,39.22451883609494,725.8397245407465,264.5837976645496,101.68698376757436,554.9678621037353,186.38222404066,524.1831558247981,774.9130565206219
90,1569.476041135,1746509407.349149,,,,,,,,,,,,,
91,1574.249965022,1746509412.123212,,,,,,,,,,,,,
92,1579.207586916,1746509417.0808141,,,,,,,,,,,,,
93,1583.985880737,1746509421.8591025,,,,,,,,,,,,,
94,1623.322626709,1746509461.1957471,0.08684241026639938,0.057211197912693024,0.49202558398246765,,,,,,,,,,
95,1628.920114795,1746509466.793243,,,,,,,,,,,,,
96,1633.347905537,1746509471.2210884,,,,,,,,,,,,,
97,1637.187087872,1746509475.0266538,,,,,,,,,,,,,
98,1641.703179714,1746509479.5764332,,,,,,,,,,,,,
99,1738.661421474,1746509576.5342867,0.1175052672624588,0.13374756276607513,0.5098764300346375,74.36404134752446,77.32622392607571,40.37337883534341,891.2572083616984,268.3351019051814,123.91633907097021,605.0591242702848,243.7820958987762,523.5587343547212,861.6170471757181
100,1744.516523004,1746509582.3897045,,,,,,,,,,,,,
101,1748.812710276,1746509586.6859083,,,,,,,,,,,,,
102,1752.667136955,1746509590.5401926,,,,,,,,,,,,,
103,1757.049130911,1746509594.9223588,,,,,,,,,,,,,
104,1795.216124144,1746509633.0891187,0.13416527211666107,0.21113577485084534,0.5220417380332947,,,,,,,,,,
105,1802.334747819,1746509640.2079172,,,,,,,,,,,,,
106,1806.975783467,1746509644.8489544,,,,,,,,,,,,,
107,1811.41580333,1746509649.28904,,,,,,,,,,,,,
108,1814.908418881,1746509652.7815466,,,,,,,,,,,,,
109,1904.940261463,1746509742.8129926,0.08920320123434067,0.12399151176214218,0.5390521883964539,78.85599963443632,78.11952112771775,42.26969621511999,953.3492832215918,262.2402999020002,135.53705751784065,647.2298419949915,269.9171577807396,523.6524826232421,902.14070311633
110,1910.9065525,1746509748.77966,,,,,,,,,,,,,
111,1914.736586524,1746509752.6097736,,,,,,,,,,,,,
112,1918.243250657,1746509756.1163683,,,,,,,,,,,,,
113,1922.107278588,1746509759.980526,,,,,,,,,,,,,
114,1960.621070472,1746509798.493629,0.046772606670856476,0.0930955782532692,0.47954416275024414,,,,,,,,,,
115,1966.690043924,1746509804.5632236,,,,,,,,,,,,,
116,1971.399861122,1746509809.2730496,,,,,,,,,,,,,
117,1975.497261458,1746509813.3704827,,,,,,,,,,,,,
118,1979.065969253,1746509816.93937,,,,,,,,,,,,,
119,2070.981736309,1746509908.8544724,0.11073406040668488,0.08540258556604385,0.5216237306594849,95.60423015110297,76.52074945665771,40.609660187702744,1097.3030310874785,266.25265728693785,180.42596313192783,656.4726277659306,389.4553708417276,524.6692785081807,964.6285064020237
120,2077.471933424,1746509915.3451102,,,,,,,,,,,,,
121,2081.138282993,1746509919.0113888,,,,,,,,,,,,,
122,2085.533717182,1746509923.4069474,,,,,,,,,,,,,
123,2089.620813366,1746509927.494115,,,,,,,,,,,,,
124,2129.596075837,1746509967.469017,0.15117454528808594,0.16314049065113068,0.5260007977485657,,,,,,,,,,
125,2135.913589987,1746509973.7867713,,,,,,,,,,,,,
126,2140.0957158,1746509977.9689388,,,,,,,,,,,,,
127,2144.237793105,1746509982.1109383,,,,,,,,,,,,,
128,2147.80424821,1746509985.677389,,,,,,,,,,,,,
129,2240.471793529,1746510078.3445296,0.07688399404287338,0.11343146860599518,0.4879318177700043,136.85025159527126,75.86022107861093,41.54503951046352,1326.7015654727988,255.65268750755024,263.9995845727289,741.2373035747058,556.1549301757059,523.5881069805814,1087.7413279127445
130,2246.356887242,1746510084.2300482,,,,,,,,,,,,,
131,2250.520281344,1746510088.3935778,,,,,,,,,,,,,
132,2255.323687578,1746510093.1969209,,,,,,,,,,,,,
133,2260.207314879,1746510098.0806446,,,,,,,,,,,,,
134,2299.114492863,1746510136.9874747,0.09370020776987076,0.10187032073736191,0.5636035799980164,,,,,,,,,,
135,2306.029489851,1746510143.9025717,,,,,,,,,,,,,
136,2310.375152641,1746510148.2484741,,,,,,,,,,,,,
137,2314.494744981,1746510152.3679855,,,,,,,,,,,,,
138,2318.532849071,1746510156.406171,,,,,,,,,,,,,
139,2410.439932442,1746510248.3127618,0.039122603833675385,0.07569470256567001,0.514890193939209,147.55499407881342,76.36169662596079,49.01577336282158,1368.6662464875292,240.40440531477182,271.90561554968343,805.3689477977628,567.0734505175409,523.9053502820104,1127.2570988898758
140,2416.848172935,1746510254.7213888,,,,,,,,,,,,,
141,2421.242943193,1746510259.1160989,,,,,,,,,,,,,
142,2425.130908159,1746510263.0042078,,,,,,,,,,,,,
143,2429.131656936,1746510267.004853,,,,,,,,,,,,,
144,2470.126719331,1746510307.99939,0.14538317918777466,0.16604657471179962,0.546959638595581,,,,,,,,,,
145,2475.878957755,1746510313.752023,,,,,,,,,,,,,
146,2480.134196788,1746510318.00744,,,,,,,,,,,,,
147,2484.660823049,1746510322.534039,,,,,,,,,,,,,
148,2489.243368785,1746510327.116751,,,,,,,,,,,,,
149,2584.920412347,1746510422.7930913,0.10145702213048935,0.159214049577713,0.5622707009315491,126.0516689445725,74.88740188565384,49.37581616875647,1083.728789688253,252.0979050448212,221.55079237236916,721.8523248622428,464.608252014646,524.0242080283678,982.2617100405097
150,2590.572885615,1746510428.446141,,,,,,,,,,,,,
151,2594.325531644,1746510432.19868,,,,,,,,,,,,,
152,2598.090883179,1746510435.9640546,,,,,,,,,,,,,
153,2602.847817188,1746510440.7210028,,,,,,,,,,,,,
154,2642.261719026,1746510480.134698,0.0966128334403038,0.07638799399137497,0.524153470993042,,,,,,,,,,
155,2648.288947789,1746510486.162053,,,,,,,,,,,,,
156,2652.54147971,1746510490.4146013,,,,,,,,,,,,,
157,2656.788131735,1746510494.6614149,,,,,,,,,,,,,
158,2660.796778439,1746510498.6699567,,,,,,,,,,,,,
159,2750.491464162,1746510588.3641074,0.09448843449354172,0.044646359980106354,0.49937352538108826,83.61415704394625,75.91730356607067,39.26038419910849,862.2824163915461,251.66621306984382,162.12947999187188,659.5088816452414,346.0366387610974,525.842639135459,869.3868174828675
160,2755.647776251,1746510593.5209358,,,,,,,,,,,,,
161,2759.523845075,1746510597.3970187,,,,,,,,,,,,,
162,2763.555195479,1746510601.4283566,,,,,,,,,,,,,
163,2767.541189846,1746510605.414406,,,,,,,,,,,,,
164,2806.719530495,1746510644.592553,0.14778351783752441,0.1877763271331787,0.5120717287063599,,,,,,,,,,
165,2813.546299383,1746510651.4194324,,,,,,,,,,,,,
166,2818.164726981,1746510656.03785,,,,,,,,,,,,,
167,2821.871184144,1746510659.7443926,,,,,,,,,,,,,
168,2825.732122476,1746510663.6053376,,,,,,,,,,,,,
169,2920.135086613,1746510758.0078185,0.10196274518966675,0.13763241469860077,0.5244700312614441,187.7692250747282,76.42460231778767,44.030535893188265,1617.6865572151655,233.9577013365359,350.73786310565885,864.6616951419933,734.8696064218432,525.07502838926,1249.7608525658748
170,2926.131423049,1746510764.0045893,,,,,,,,,,,,,
171,2930.77088929,1746510768.6440017,,,,,,,,,,,,,
172,2935.322150777,1746510773.1953535,,,,,,,,,,,,,
173,2939.900165006,1746510777.7732716,,,,,,,,,,,,,
174,2977.173974444,1746510815.0468428,0.1896437257528305,0.18608419597148895,0.5469163060188293,,,,,,,,,,
175,2983.290179934,1746510821.1633296,,,,,,,,,,,,,
176,2986.984953039,1746510824.8581352,,,,,,,,,,,,,
177,2990.372438378,1746510828.2451494,,,,,,,,,,,,,
178,2994.819392978,1746510832.6926472,,,,,,,,,,,,,
179,3085.401131478,1746510923.2738168,-0.03692486509680748,-0.018037760630249977,0.4585447907447815,177.53180985197778,74.30631637740753,51.20350317872316,1532.032511099598,243.673422626665,311.96806085642487,839.3458170487856,645.2845716088125,524.3600575088003,1207.0300387882064
180,3091.240121726,1746510929.113291,,,,,,,,,,,,,
181,3094.921228069,1746510932.794293,,,,,,,,,,,,,
182,3099.231500737,1746510937.1046562,,,,,,,,,,,,,
183,3102.951668799,1746510940.8249295,,,,,,,,,,,,,
184,3142.188158897,1746510980.0611012,0.09737568348646164,0.05806834623217583,0.49157246947288513,,,,,,,,,,
185,3148.585279871,1746510986.458303,,,,,,,,,,,,,
186,3152.756551906,1746510990.6286664,,,,,,,,,,,,,
187,3157.316581738,1746510995.1897533,,,,,,,,,,,,,
188,3161.597405095,1746510999.4706306,,,,,,,,,,,,,
189,3257.7534191,1746511095.6261592,0.13927197456359863,0.11566191911697388,0.5161846280097961,210.05576195368434,75.55040922919189,58.13105118277723,1824.0850956397182,223.49615729345427,389.90793766479374,955.5210662189229,819.0124873274347,522.4608440334231,1365.5260338155172
190,3264.252446312,1746511102.1255364,,,,,,,,,,,,,
191,3267.802116343,1746511105.6753118,,,,,,,,,,,,,
192,3271.347984257,1746511109.2211726,,,,,,,,,,,,,
193,3275.270655779,1746511113.1437743,,,,,,,,,,,,,
194,3314.395482618,1746511152.2684038,0.16739104688167572,0.23005104064941406,0.5255697965621948,,,,,,,,,,
195,3320.993426312,1746511158.8665478,,,,,,,,,,,,,
196,3324.662005369,1746511162.5352454,,,,,,,,,,,,,
197,3328.374118338,1746511166.2473125,,,,,,,,,,,,,
198,3332.329196934,1746511170.202289,,,,,,,,,,,,,
199,3430.099559885,1746511267.9723837,0.055241502821445465,0.07594595104455948,0.4843694865703583,197.2161529781639,74.83635147145175,49.137304575569964,2080.3414204517067,214.43626819793607,360.23257191772655,1023.1664261536384,751.217675597415,523.5146178970747,1493.6962394405555
200,3436.378293101,1746511274.25146,,,,,,,,,,,,,
201,3440.436882035,1746511278.3100138,,,,,,,,,,,,,
202,3444.876441529,1746511282.749692,,,,,,,,,,,,,
203,3449.027396821,1746511286.9006016,,,,,,,,,,,,,
204,3488.871801348,1746511326.7447605,0.01570247672498226,0.01840726099908352,0.5060782432556152,,,,,,,,,,
205,3495.17494763,1746511333.0480006,,,,,,,,,,,,,
206,3499.352522459,1746511337.225731,,,,,,,,,,,,,
207,3503.296550613,1746511341.1698356,,,,,,,,,,,,,
208,3507.285966815,1746511345.159169,,,,,,,,,,,,,
209,3604.997211197,1746511442.8690317,0.2252608835697174,0.16937655210494995,0.6120771765708923,177.9964608226677,76.59433893109855,49.547975454168295,2087.210260323186,208.59129863954539,385.6796872204008,1018.4783592608761,836.5763381845134,521.3788452966198,1492.5452456801816
210,3610.827971276,1746511448.7010083,,,,,,,,,,,,,
211,3614.991306463,1746511452.864571,,,,,,,,,,,,,
212,3619.568856741,1746511457.4420516,,,,,,,,,,,,,
213,3622.929923992,1746511460.803182,,,,,,,,,,,,,
214,3662.758874864,1746511500.631781,0.12189768999814987,0.14097778499126434,0.5172953605651855,,,,,,,,,,
215,3669.067176542,1746511506.9402537,,,,,,,,,,,,,
216,3673.072982388,1746511510.946329,,,,,,,,,,,,,
217,3677.254474547,1746511515.1277506,,,,,,,,,,,,,
218,3680.705742484,1746511518.5789473,,,,,,,,,,,,,
219,3778.465908869,1746511616.338221,0.043207135051488876,0.04964516684412956,0.5272413492202759,178.62794470440275,77.72490992028548,52.227663509286025,2019.7796262901172,194.56524512021446,364.86815652166666,1069.159875138243,798.8523300550141,523.0058520878606,1483.6911904305314
220,3784.920284263,1746511622.7932825,,,,,,,,,,,,,
221,3788.493854369,1746511626.3672423,,,,,,,,,,,,,
222,3792.221574411,1746511630.094738,,,,,,,,,,,,,
223,3796.502761803,1746511634.3758974,,,,,,,,,,,,,
224,3835.740746876,1746511673.6136594,0.023016413673758507,0.04636821150779724,0.5011601448059082,,,,,,,,,,
225,3841.673229668,1746511679.546199,,,,,,,,,,,,,
226,3846.13754678,1746511684.0107322,,,,,,,,,,,,,
227,3850.009306058,1746511687.88244,,,,,,,,,,,,,
228,3854.694655871,1746511692.5677905,,,,,,,,,,,,,
229,3949.457317149,1746511787.3300583,0.016143212094902992,0.07809867709875107,0.4778057038784027,180.6057534851072,77.3815618153136,52.889527581461685,2075.789309423721,196.85260533527872,357.377942704406,1068.37888059563,782.2291210856656,523.3453535046033,1506.3759384766372
230,3955.064892486,1746511792.9379506,,,,,,,,,,,,,
231,3959.424122659,1746511797.2972457,,,,,,,,,,,,,
232,3963.54415924,1746511801.4173257,,,,,,,,,,,,,
233,3966.993549278,1746511804.8667083,,,,,,,,,,,,,
234,4005.257798722,1746511843.1307843,0.1190740093588829,0.1452455371618271,0.5029763579368591,,,,,,,,,,
235,4010.73270702,1746511848.6058724,,,,,,,,,,,,,
236,4014.8090714,1746511852.6822464,,,,,,,,,,,,,
237,4018.873707375,1746511856.7468555,,,,,,,,,,,,,
238,4022.534544884,1746511860.407667,,,,,,,,,,,,,
239,4114.301821963,1746511952.174576,0.14873383939266205,0.13041099905967712,0.5244624018669128,174.68426713590867,75.15936141669036,49.50618304592219,2311.124495351703,202.87142097567704,377.72460783909463,1066.5296983308103,826.4725825374353,522.2730793716986,1600.5451934168204
240,4120.340503524,1746511958.213705,,,,,,,,,,,,,
241,4124.497076985,1746511962.3701732,,,,,,,,,,,,,
242,4128.949396977,1746511966.822685,,,,,,,,,,,,,
243,4133.217026849,1746511971.0902767,,,,,,,,,,,,,
244,4172.125899286,1746512009.9988294,0.18953900039196014,0.2408820241689682,0.5560088157653809,,,,,,,,,,
245,4178.532023182,1746512016.4052565,,,,,,,,,,,,,
246,4182.857580744,1746512020.7307436,,,,,,,,,,,,,
247,4186.899324468,1746512024.7725885,,,,,,,,,,,,,
248,4190.68794671,1746512028.5610871,,,,,,,,,,,,,
249,4283.209789938,1746512121.0825508,-0.008992057293653488,0.07564923912286758,0.48506709933280945,194.24637822563312,74.81039390970182,53.18298694517527,1845.1113692679446,208.4355049495688,398.75369882688034,981.4039519637641,850.2384461529433,524.0826022011657,1381.9262703630638
250,4289.333944015,1746512127.207043,,,,,,,,,,,,,
251,4293.97683358,1746512131.8499007,,,,,,,,,,,,,
252,4298.516402707,1746512136.3896155,,,,,,,,,,,,,
253,4302.455463193,1746512140.3287365,,,,,,,,,,,,,
254,4340.819413084,1746512178.6924481,0.02860821783542633,0.1173718124628067,0.5450355410575867,,,,,,,,,,
255,4347.957308401,1746512185.8304486,,,,,,,,,,,,,
256,4352.668986824,1746512190.5421667,,,,,,,,,,,,,
257,4357.074547227,1746512194.9478283,,,,,,,,,,,,,
258,4361.339376673,1746512199.2125826,,,,,,,,,,,,,
259,4456.99683275,1746512294.8695927,0.09444233030080795,0.10341062396764755,0.5503851771354675,152.9877182370531,77.58945384460755,57.116096784374044,1237.904543125992,204.47064110152044,301.81798895641367,831.3600357804117,650.4093200719414,524.3200190176598,1078.3279673899297
260,4463.330101987,1746512301.203304,,,,,,,,,,,,,
261,4467.174883414,1746512305.0479238,,,,,,,,,,,,,
262,4471.821777687,1746512309.6949594,,,,,,,,,,,,,
263,4475.914835211,1746512313.7879853,,,,,,,,,,,,,
264,4516.843776232,1746512354.7167792,-0.033843040466308594,-0.01254644151777029,0.4488883912563324,,,,,,,,,,
265,4523.38790874,1746512361.2610447,,,,,,,,,,,,,
266,4527.346944415,1746512365.220181,,,,,,,,,,,,,
267,4531.542517496,1746512369.4158714,,,,,,,,,,,,,
268,4535.882878089,1746512373.7560334,,,,,,,,,,,,,
269,4628.841348984,1746512466.7142246,0.07454312592744827,0.14738357067108154,0.5549706816673279,159.15297850603696,78.82001604935184,55.46387850512884,1225.1866684246534,201.92580104358177,325.8712393056083,815.3924179894032,678.1279298389578,523.7193833589407,1066.1045481179153
270,4635.329428658,1746512473.2025049,,,,,,,,,,,,,
271,4639.747144544,1746512477.620286,,,,,,,,,,,,,
272,4644.304328901,1746512482.1775358,,,,,,,,,,,,,
273,4648.496976636,1746512486.3685153,,,,,,,,,,,,,
274,4689.214262582,1746512527.0871797,0.17742525041103363,0.13744114339351654,0.5723596811294556,,,,,,,,,,
275,4696.163520374,1746512534.0366852,,,,,,,,,,,,,
276,4700.714189226,1746512538.587261,,,,,,,,,,,,,
277,4704.964499482,1746512542.837673,,,,,,,,,,,,,
278,4708.950182748,1746512546.8234196,,,,,,,,,,,,,
279,4800.871179274,1746512638.7438579,0.21948359906673431,0.22590866684913635,0.583681046962738,167.3647574402284,77.66246116906008,55.53727824582487,1320.8242191746247,202.97689179305522,359.6687469450634,831.4073283849742,757.2550684401524,523.7994512069645,1111.0077778652362
280,4806.502919156,1746512644.376149,,,,,,,,,,,,,
281,4810.246050806,1746512648.1193175,,,,,,,,,,,,,
282,4814.331657875,1746512652.2047842,,,,,,,,,,,,,
283,4819.034867896,1746512656.9080095,,,,,,,,,,,,,
284,4858.549193891,1746512696.4221258,0.15114623308181763,0.15940013527870178,0.5397331118583679,,,,,,,,,,
285,4865.289850734,1746512703.1629894,,,,,,,,,,,,,
286,4868.471662497,1746512706.3447797,,,,,,,,,,,,,
287,4871.838016099,1746512709.711232,,,,,,,,,,,,,
288,4876.49178465,1746512714.3650148,,,,,,,,,,,,,
289,4972.612602592,1746512810.485388,0.11385631561279297,0.08765842765569687,0.538303017616272,130.17426758314343,76.822795355203,55.141255813835194,1265.2243362883166,216.79761565624366,257.2122965260148,769.4190645722723,536.1801138896316,523.3244263555633,1066.5466540177094
290,4978.922585925,1746512816.7957118,,,,,,,,,,,,,
291,4983.113024067,1746512820.9862041,,,,,,,,,,,,,
292,4987.658430156,1746512825.5316725,,,,,,,,,,,,,
293,4992.670001282,1746512830.5432508,,,,,,,,,,,,,
294,5032.428433524,1746512870.3013017,0.01870044879615307,0.08948608487844467,0.5010170340538025,,,,,,,,,,
295,5038.060803722,1746512875.9339335,,,,,,,,,,,,,
296,5041.908899136,1746512879.782032,,,,,,,,,,,,,
297,5045.827411857,1746512883.7005758,,,,,,,,,,,,,
298,5050.478247722,1746512888.3513844,,,,,,,,,,,,,
299,5146.091465407,1746512983.964209,0.10090076923370361,0.08025624603033066,0.5266764760017395,91.6645927314186,76.5148741487627,51.43894982428672,942.3886505569053,234.59443460053765,194.73041483896466,689.7259217665605,415.8535552452759,525.1608241373432,909.8290455044312
300,5151.220279882,1746512989.09335,,,,,,,,,,,,,
301,5156.759409223,1746512994.632566,,,,,,,,,,,,,
302,5160.128719555,1746512998.001975,,,,,,,,,,,,,
303,5163.748756971,1746513001.6218488,,,,,,,,,,,,,
304,5203.876208075,1746513041.7491372,0.09574916213750839,0.07099801301956177,0.46618005633354187,,,,,,,,,,
305,5210.110037798,1746513047.9832258,,,,,,,,,,,,,
306,5214.644657384,1746513052.51789,,,,,,,,,,,,,
307,5218.2218083,1746513056.095041,,,,,,,,,,,,,
308,5222.727827679,1746513060.6010532,,,,,,,,,,,,,
309,5317.890527799,1746513155.7632084,0.10934269428253174,0.14691029489040375,0.5008878111839294,82.8962330675249,76.46721897463364,49.14046661062811,865.6514830748913,234.38586877236014,162.02013346343466,672.3723161697609,335.69503329095727,523.4168964582042,871.4534520356148
310,5324.293717809,1746513162.1668994,,,,,,,,,,,,,
311,5328.988829369,1746513166.8619776,,,,,,,,,,,,,
312,5333.92438675,1746513171.7975805,,,,,,,,,,,,,
