Evaluation/100instances/transT_eval_mean,_timestamp,Evaluation/100instances/idleT_eval_std,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/pt_eval_std,Evaluation/100instances/idleT_eval_mean,Training/Update/global_critic_loss,Evaluation/100instances/obj_eval_std,_step,Evaluation/100instances/transT_eval_std,Evaluation/100instances/mk_eval_std,Evaluation/100instances/obj_eval_mean,_runtime,Training/Update/job_actor_loss,Training/Update/machine_actor_loss,Evaluation/100instances/pt_eval_mean
271.39951561589845,1746598635.975951,169.81793155007264,489.03541324009484,77.49386892527303,675.4206375696889,0.46414366364479065,96.3715447474594,19,40.61985513755842,55.58908108880613,729.4799884561959,326.375170685,0.037449952214956284,0.059115003794431686,523.5441625227567
,1746598641.989335,,,,,,,20,,,,332.387918592,,,
,1746598645.8387098,,,,,,,21,,,,336.237247118,,,
,1746598649.4100251,,,,,,,22,,,,339.80859206,,,
,1746598653.2604537,,,,,,,23,,,,343.659065558,,,
,1746598689.824829,,,,,0.5114986300468445,,24,,,,380.223626957,0.04717927426099777,0.12528550624847412,
,1746598695.7336757,,,,,,,25,,,,386.132375744,,,
,1746598699.7106695,,,,,,,26,,,,390.109388163,,,
,1746598703.755711,,,,,,,27,,,,394.154213055,,,
,1746598707.7303097,,,,,,,28,,,,398.128845012,,,
277.92115098456526,1746598794.0060954,138.7313496903742,493.10391606602883,76.15528531919693,687.188705349809,0.5367681980133057,81.43029391824041,29,38.68039528533255,49.981085040893504,736.4191880268382,484.405186137,0.1518915593624115,0.06576603651046753,521.7947731589757
,1746598800.1015954,,,,,,,30,,,,490.500342851,,,
,1746598804.174812,,,,,,,31,,,,494.573450673,,,
,1746598808.1685832,,,,,,,32,,,,498.567202909,,,
,1746598812.178278,,,,,,,33,,,,502.576869903,,,
,1746598847.9182417,,,,,0.4717015326023102,,34,,,,538.317129856,0.05916755273938179,0.061518438160419464,
,1746598853.76069,,,,,,,35,,,,544.159296788,,,
,1746598857.6398191,,,,,,,36,,,,548.038467972,,,
,1746598861.4842875,,,,,,,37,,,,551.882926551,,,
,1746598865.2038577,,,,,,,38,,,,555.602840749,,,
272.96677401330834,1746598953.6493936,143.26743866763724,505.99592766969164,75.31933718925814,714.0471225929842,0.48401594161987305,82.43978315047511,39,37.00371048953961,54.86424614843571,752.2523372081641,644.048335369,0.14553986489772797,0.12493979930877686,524.1044057510811
,1746598959.4773872,,,,,,,40,,,,649.876030546,,,
,1746598963.3396752,,,,,,,41,,,,653.738269997,,,
,1746598967.0282497,,,,,,,42,,,,657.426958509,,,
,1746598970.889292,,,,,,,43,,,,661.287864297,,,
,1746599008.1197443,,,,,0.5430721640586853,,44,,,,698.518615879,0.0815044417977333,0.07773516327142715,
,1746599013.7811604,,,,,,,45,,,,704.179844987,,,
,1746599017.3053565,,,,,,,46,,,,707.703977683,,,
,1746599020.8515375,,,,,,,47,,,,711.250029019,,,
,1746599024.4703825,,,,,,,48,,,,714.868990197,,,
273.31498422067426,1746599111.6882973,146.4616225396208,494.3478890909555,77.83465638022496,683.8226766165952,0.6028623580932617,87.87524844794271,49,39.851755515936254,52.28424501288268,735.7564848183055,802.087382203,0.09942805022001266,0.10185930877923965,524.5631542278751
,1746599117.5582247,,,,,,,50,,,,807.956921181,,,
,1746599121.6012635,,,,,,,51,,,,811.999912623,,,
,1746599125.4848056,,,,,,,52,,,,815.883545443,,,
,1746599129.5532331,,,,,,,53,,,,819.951850169,,,
,1746599165.1925027,,,,,0.5498124361038208,,54,,,,855.591317438,0.14518196880817413,0.13012631237506866,
,1746599171.377781,,,,,,,55,,,,861.776394278,,,
,1746599175.6188698,,,,,,,56,,,,866.017502433,,,
,1746599179.1765258,,,,,,,57,,,,869.575148211,,,
,1746599183.0056248,,,,,,,58,,,,873.404277151,,,
276.5333750915913,1746599272.378602,149.77192713457845,499.0715141327844,76.30130589804212,698.7190226643261,0.506478488445282,85.73103922011673,59,39.58646490858203,49.219001317998995,744.9231123256448,962.778310503,0.07532220333814621,0.07970406115055084,526.2505564712056
,1746599278.611517,,,,,,,60,,,,969.010307847,,,
,1746599282.8164868,,,,,,,61,,,,973.215106964,,,
