_step,_runtime,_timestamp,Training/Update/machine_actor_loss,Training/Update/job_actor_loss,Training/Update/global_critic_loss,Evaluation/100instances/mk_eval_std,Evaluation/100instances/pt_eval_std,Evaluation/100instances/transT_eval_std,Evaluation/100instances/idleT_eval_mean,Evaluation/100instances/transT_eval_mean,Evaluation/100instances/obj_eval_std,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/idleT_eval_std,Evaluation/100instances/pt_eval_mean,Evaluation/100instances/obj_eval_mean
111,1746.226851378,1746692320.315416,,,,,,,,,,,,,
112,1749.55530222,1746692323.6439033,,,,,,,,,,,,,
113,1753.227292821,1746692327.3158724,,,,,,,,,,,,,
114,1790.186541752,1746692364.2748125,0.06803148239850998,0.06722778081893921,0.4641489088535309,,,,,,,,,,
115,1795.98640506,1746692370.0747592,,,,,,,,,,,,,
116,1799.644693307,1746692373.7330952,,,,,,,,,,,,,
117,1803.66285718,1746692377.751376,,,,,,,,,,,,,
118,1807.294352743,1746692381.3828971,,,,,,,,,,,,,
119,1893.829563045,1746692467.9177067,0.1667470633983612,0.13777360320091248,0.5230677127838135,107.969715718656,76.06326444332069,51.685700725106,1380.139166418708,249.79507618166375,180.6437021322978,680.9495302596495,356.14493114677697,521.124199274422,1082.8441736174445
120,1899.456767728,1746692473.545237,,,,,,,,,,,,,
121,1903.356713829,1746692477.4451363,,,,,,,,,,,,,
122,1907.231714366,1746692481.320197,,,,,,,,,,,,,
123,1911.319607271,1746692485.4080768,,,,,,,,,,,,,
124,1946.540865021,1746692520.6291826,0.2265700399875641,0.19846229255199432,0.4414927661418915,,,,,,,,,,
125,1952.631987611,1746692526.7203257,,,,,,,,,,,,,
126,1956.865002516,1746692530.953502,,,,,,,,,,,,,
127,1961.106624358,1746692535.1951349,,,,,,,,,,,,,
128,1965.323529007,1746692539.4119065,,,,,,,,,,,,,
129,2053.665487665,1746692627.7537036,0.07647734135389328,0.059349387884140015,0.41174283623695374,76.44951329941408,75.43874944076846,42.0365276833593,1246.5035193006152,274.3091645007281,141.32290926772322,609.4810997902498,266.5775184313446,522.9218032092429,1006.4244018201888
130,2059.818285552,1746692633.9065459,,,,,,,,,,,,,
131,2063.835857807,1746692637.9243224,,,,,,,,,,,,,
132,2067.810505543,1746692641.8990428,,,,,,,,,,,,,
133,2071.668398526,1746692645.7568507,,,,,,,,,,,,,
134,2107.657289858,1746692681.745458,0.20304179191589355,0.12652190029621124,0.4895709156990051,,,,,,,,,,
135,2113.498582588,1746692687.587014,,,,,,,,,,,,,
136,2117.27479424,1746692691.363304,,,,,,,,,,,,,
137,2121.315105926,1746692695.403589,,,,,,,,,,,,,
138,2125.140367066,1746692699.2287316,,,,,,,,,,,,,
139,2214.424988556,1746692788.5131602,0.0997013971209526,0.07048262655735016,0.5228309035301208,79.28882732593736,74.79869861368097,38.69114528545136,1297.7560886526157,262.69122612721554,152.00910315549544,627.9954005210164,295.9068879418239,523.550914013247,1032.2592065001948
140,2220.22386341,1746692794.312164,,,,,,,,,,,,,
141,2223.832854321,1746692797.9212773,,,,,,,,,,,,,
142,2227.524055396,1746692801.6125994,,,,,,,,,,,,,
143,2231.149998801,1746692805.2385306,,,,,,,,,,,,,
144,2268.096752618,1746692842.1848264,0.1125989779829979,0.09089790284633636,0.4819929301738739,,,,,,,,,,
145,2273.987556279,1746692848.0758114,,,,,,,,,,,,,
146,2277.754605681,1746692851.8430724,,,,,,,,,,,,,
147,2281.429556252,1746692855.5179727,,,,,,,,,,,,,
148,2285.215753234,1746692859.3041246,,,,,,,,,,,,,
149,2373.413535118,1746692947.5016537,0.04821915924549103,-0.0007881231722421944,0.471500962972641,94.5302118289123,75.80015053105073,45.45914160690939,1337.8710009831398,249.2057589068694,177.21818423577926,647.008584862736,345.30016664271005,522.8679750233787,1052.9401761290758
150,2379.546531768,1746692953.634979,,,,,,,,,,,,,
151,2383.664584661,1746692957.7528965,,,,,,,,,,,,,
152,2387.629751939,1746692961.7182145,,,,,,,,,,,,,
153,2391.697549031,1746692965.7859297,,,,,,,,,,,,,
154,2428.04814993,1746693002.1363883,0.07355451583862305,0.07208062708377838,0.450253963470459,,,,,,,,,,
155,2434.021360585,1746693008.1098182,,,,,,,,,,,,,
156,2437.863031096,1746693011.9514742,,,,,,,,,,,,,
157,2441.679702554,1746693015.768172,,,,,,,,,,,,,
158,2445.654987779,1746693019.743377,,,,,,,,,,,,,
159,2533.088931248,1746693107.1770818,0.07324723154306412,0.046104636043310165,0.4437326490879059,104.55930798324741,74.83971906587931,44.35316029298942,1375.3378805804928,240.22986090545783,202.89228493450906,674.1167940589709,396.9628457986891,525.5307608936452,1078.0401463943351
160,2538.822421874,1746693112.910816,,,,,,,,,,,,,
161,2542.913181791,1746693117.0015483,,,,,,,,,,,,,
162,2547.129815393,1746693121.2181654,,,,,,,,,,,,,
163,2551.213250939,1746693125.301572,,,,,,,,,,,,,
164,2588.378164077,1746693162.466444,0.04598955437541008,-0.03784001246094704,0.4167346656322479,,,,,,,,,,
165,2594.341033222,1746693168.429465,,,,,,,,,,,,,
166,2598.130513343,1746693172.2189987,,,,,,,,,,,,,
167,2602.026455837,1746693176.1149309,,,,,,,,,,,,,
168,2606.224020037,1746693180.312425,,,,,,,,,,,,,
169,2695.274771974,1746693269.3626635,0.1672900766134262,0.062077220529317856,0.5070831179618835,108.06559674181256,74.72013076127406,45.30714306966233,1455.8529527299802,228.42478594645766,214.7755581185882,692.3547045823829,429.3386749671794,524.423063244054,1114.7372454118583
170,2700.840785986,1746693274.9291751,,,,,,,,,,,,,
171,2704.517920665,1746693278.606234,,,,,,,,,,,,,
172,2707.985102013,1746693282.0736625,,,,,,,,,,,,,
173,2711.679832338,1746693285.745885,,,,,,,,,,,,,
174,2747.568052259,1746693321.6563396,0.08285652846097946,0.061644863337278366,0.4395890235900879,,,,,,,,,,
175,2753.707871941,1746693327.796166,,,,,,,,,,,,,
176,2757.684147575,1746693331.7723997,,,,,,,,,,,,,
177,2761.39088238,1746693335.4793916,,,,,,,,,,,,,
178,2764.75914026,1746693338.847456,,,,,,,,,,,,,
179,2852.018156226,1746693426.106306,0.09418892115354538,0.056374985724687576,0.49159741401672363,172.90019996688733,75.46727432401406,44.38252216147789,1562.8178608035355,199.0435545374674,288.4957206857535,815.7236147905044,610.3467121454736,526.8165039712668,1201.9519027336162
180,2858.058420382,1746693432.146768,,,,,,,,,,,,,
181,2862.232709616,1746693436.32121,,,,,,,,,,,,,
182,2866.374276399,1746693440.4627335,,,,,,,,,,,,,
183,2870.059225439,1746693444.1477911,,,,,,,,,,,,,
184,2906.128553933,1746693480.216888,0.1291317194700241,-0.02053949236869812,0.46543654799461365,,,,,,,,,,
185,2912.207701833,1746693486.29608,,,,,,,,,,,,,
186,2916.191323246,1746693490.2796197,,,,,,,,,,,,,
187,2920.075741686,1746693494.164187,,,,,,,,,,,,,
188,2924.158784831,1746693498.2472527,,,,,,,,,,,,,
189,3009.003831185,1746693583.091764,0.09452266246080399,0.08518126606941223,0.42693281173706055,116.2818348734551,77.56193635930771,49.20087408261099,1446.8219214160708,226.46522125592352,205.9101923701005,743.3610197152714,435.14279158250554,527.0025423663145,1132.1672376502477
190,3014.655259365,1746693588.7436738,,,,,,,,,,,,,
191,3018.226554372,1746693592.314943,,,,,,,,,,,,,
192,3021.963967344,1746693596.0524707,,,,,,,,,,,,,
193,3025.47099502,1746693599.5594883,,,,,,,,,,,,,
194,3062.320380981,1746693636.4087887,0.1563410609960556,0.11624584347009659,0.47049227356910706,,,,,,,,,,
195,3067.996209131,1746693642.0846345,,,,,,,,,,,,,
196,3071.480612858,1746693645.5690076,,,,,,,,,,,,,
197,3074.814016188,1746693648.902426,,,,,,,,,,,,,
198,3078.404188661,1746693652.492726,,,,,,,,,,,,,
199,3165.671966186,1746693739.7599497,0.16548322141170502,0.10119574517011642,0.5703277587890625,82.60123016364872,76.91786789143588,39.995405181474936,1312.2262676810444,251.63853084189384,169.49976976176066,665.8444479254363,327.10696347917286,526.7127638338286,1052.2410979445021
200,3171.555148482,1746693745.6435986,,,,,,,,,,,,,
201,3175.298012246,1746693749.386424,,,,,,,,,,,,,
202,3178.813044534,1746693752.9014497,,,,,,,,,,,,,
203,3182.648954693,1746693756.7372606,,,,,,,,,,,,,
204,3217.869287512,1746693791.957657,0.033166222274303436,-0.009913535788655281,0.43438902497291565,,,,,,,,,,
205,3223.904474029,1746693797.9928489,,,,,,,,,,,,,
206,3227.34612461,1746693801.4346206,,,,,,,,,,,,,
207,3231.464911106,1746693805.5533345,,,,,,,,,,,,,
208,3235.062763101,1746693809.1511862,,,,,,,,,,,,,
209,3320.296982986,1746693894.3849025,0.05010519176721573,0.0953812226653099,0.4933125972747803,111.53133881778946,76.30380836103656,46.644824668615264,1358.554185968216,240.36352009132887,202.44505549889706,682.5464537870736,397.6024765297453,528.8482928472957,1076.0522770593002
210,3326.296437023,1746693900.3847888,,,,,,,,,,,,,
211,3330.438702041,1746693904.5270455,,,,,,,,,,,,,
212,3334.080891932,1746693908.1693754,,,,,,,,,,,,,
213,3338.196541925,1746693912.2849107,,,,,,,,,,,,,
214,3373.022121044,1746693947.1104918,0.006197980139404535,-0.059107571840286255,0.4083262085914612,,,,,,,,,,
215,3378.668210093,1746693952.7564957,,,,,,,,,,,,,
216,3382.500238727,1746693956.5886374,,,,,,,,,,,,,
217,3386.174547006,1746693960.2631092,,,,,,,,,,,,,
218,3390.29153321,1746693964.3800578,,,,,,,,,,,,,
219,3476.575825015,1746694050.6637888,0.1252821981906891,0.022864647209644318,0.4803772568702698,119.3571194002016,77.03029336663309,46.41102659291482,1415.3233193282015,212.68058492656215,222.4690768796454,765.7144511994697,439.6744200795688,524.5576125068117,1124.7742701991056
220,3482.533822614,1746694056.622133,,,,,,,,,,,,,
221,3485.842362324,1746694059.930841,,,,,,,,,,,,,
222,3489.167766627,1746694063.2561123,,,,,,,,,,,,,
223,3492.708065572,1746694066.7965162,,,,,,,,,,,,,
224,3530.117069987,1746694104.2052886,0.197975754737854,0.12584245204925537,0.4767341613769531,,,,,,,,,,
225,3536.452772539,1746694110.5411856,,,,,,,,,,,,,
226,3540.373660242,1746694114.4619198,,,,,,,,,,,,,
227,3544.23297035,1746694118.3214536,,,,,,,,,,,,,
228,3547.926471095,1746694122.0147297,,,,,,,,,,,,,
229,3636.008721869,1746694210.096782,0.16361784934997559,0.019272424280643463,0.3924179673194885,169.9031465640056,76.96626915289347,46.02676650443891,1337.9252522315774,197.85329164046067,265.70309627439303,827.0015063667845,524.7332051974299,526.4517792555797,1116.1220734696687
230,3641.933182771,1746694216.0215917,,,,,,,,,,,,,
231,3646.158088559,1746694220.246572,,,,,,,,,,,,,
232,3650.059481609,1746694224.147855,,,,,,,,,,,,,
233,3653.968805847,1746694228.057252,,,,,,,,,,,,,
234,3690.801015652,1746694264.8891401,0.20065951347351074,0.12738223373889923,0.4886573851108551,,,,,,,,,,
235,3696.799857506,1746694270.888251,,,,,,,,,,,,,
236,3700.68317292,1746694274.7716017,,,,,,,,,,,,,
237,3704.624803612,1746694278.7132242,,,,,,,,,,,,,
238,3708.376762023,1746694282.465254,,,,,,,,,,,,,
239,3797.826947105,1746694371.914902,0.07143842428922653,-0.0037263897247612476,0.43666592240333557,146.2829935139248,75.5169927146648,48.083798188290324,1476.863785393368,206.81528420361437,243.59393524704785,773.1509935384775,495.800520819588,526.3069146994742,1151.8917342932507
240,3804.434889313,1746694378.5232372,,,,,,,,,,,,,
241,3808.663569219,1746694382.7520225,,,,,,,,,,,,,
242,3813.010431435,1746694387.0988424,,,,,,,,,,,,,
243,3817.214774596,1746694391.303191,,,,,,,,,,,,,
244,3854.193289185,1746694428.2815418,0.04270302131772041,0.07792359590530396,0.4898037910461426,,,,,,,,,,
245,3860.059642863,1746694434.148045,,,,,,,,,,,,,
246,3863.85959007,1746694437.9480345,,,,,,,,,,,,,
247,3867.912146574,1746694442.0006354,,,,,,,,,,,,,
248,3871.720041872,1746694445.8084931,,,,,,,,,,,,,
249,3961.430943398,1746694535.5190072,0.1090555414557457,0.056726474314928055,0.49409791827201843,154.48245868990156,77.5506672117176,47.080694204431964,1426.5130317633793,200.34475138389047,257.40518817060155,798.8408876803478,505.9718412266603,524.6862575661057,1140.0850210807112
250,3967.117739379,1746694541.2060587,,,,,,,,,,,,,
251,3970.820060282,1746694544.9085965,,,,,,,,,,,,,
252,3974.634233149,1746694548.7226164,,,,,,,,,,,,,
253,3978.446262302,1746694552.5345888,,,,,,,,,,,,,
254,4015.442966207,1746694589.531193,0.04762765392661095,0.05750449374318123,0.4747164249420166,,,,,,,,,,
255,4021.37605233,1746694595.4643657,,,,,,,,,,,,,
256,4025.335509945,1746694599.4239693,,,,,,,,,,,,,
257,4028.647305538,1746694602.7356255,,,,,,,,,,,,,
258,4032.435144083,1746694606.5235152,,,,,,,,,,,,,
259,4121.793676699,1746694695.8814178,0.12986382842063904,0.08891574293375015,0.4640844464302063,134.38934034751694,77.61693594963953,45.60463222429348,1442.1070880594948,224.16505082596277,265.86239610332916,760.7129287656261,534.9406734685208,523.6921315574652,1135.4378695182268
260,4128.169247888,1746694702.257587,,,,,,,,,,,,,
261,4132.176669712,1746694706.265045,,,,,,,,,,,,,
262,4136.008459873,1746694710.0969694,,,,,,,,,,,,,
263,4139.758963707,1746694713.8473377,,,,,,,,,,,,,
264,4176.960625654,1746694751.0488088,0.07950861752033234,0.09881925582885742,0.4838390350341797,,,,,,,,,,
265,4183.266415575,1746694757.354764,,,,,,,,,,,,,
266,4187.400929558,1746694761.4893553,,,,,,,,,,,,,
267,4191.541358313,1746694765.629746,,,,,,,,,,,,,
268,4195.39171075,1746694769.480158,,,,,,,,,,,,,
269,4283.400774939,1746694857.488881,0.16714589297771454,0.1097390428185463,0.49261441826820374,156.22582418966823,75.46041031908888,44.605555652260236,1579.702148428106,204.92648238300964,301.5862492072925,786.1596961552069,617.403359654762,525.9793343024583,1197.7217680309109
270,4289.734446784,1746694863.8228145,,,,,,,,,,,,,
271,4294.034332775,1746694868.1226823,,,,,,,,,,,,,
272,4297.850301433,1746694871.9387348,,,,,,,,,,,,,
273,4302.125127297,1746694876.2135038,,,,,,,,,,,,,
274,4338.574948186,1746694912.6632366,0.06923927366733551,0.025266913697123528,0.44649583101272583,,,,,,,,,,
275,4344.792925968,1746694918.8812525,,,,,,,,,,,,,
276,4348.733486672,1746694922.821871,,,,,,,,,,,,,
277,4352.752376534,1746694926.8408768,,,,,,,,,,,,,
278,4356.617462259,1746694930.7059221,,,,,,,,,,,,,
279,4446.391749998,1746695020.4798079,0.010651173070073128,0.024893052875995636,0.5047873854637146,111.54047944040097,76.7693125083431,46.47661299123357,1235.9905435010785,211.2653260136218,200.77638884614484,720.1775241029042,395.3676723145369,524.231526614117,1034.4129028899642
280,4452.408015314,1746695026.4964159,,,,,,,,,,,,,
281,4456.291330921,1746695030.3797,,,,,,,,,,,,,
282,4459.749853837,1746695033.8382301,,,,,,,,,,,,,
283,4463.758298819,1746695037.84628,,,,,,,,,,,,,
284,4501.116545394,1746695075.2048566,0.14055612683296204,0.012180994264781475,0.5308837294578552,,,,,,,,,,
285,4506.883637223,1746695080.9721336,,,,,,,,,,,,,
286,4510.651137668,1746695084.7395616,,,,,,,,,,,,,
287,4514.020872328,1746695088.1094282,,,,,,,,,,,,,
288,4517.443771044,1746695091.5322177,,,,,,,,,,,,,
289,4605.81824075,1746695179.9062917,0.10794339329004288,0.07199995964765549,0.4920904338359833,83.65129511394062,77.5440685232092,37.51699182922115,1117.9403487020327,240.71088442736817,152.74660152523646,633.3242633871051,291.5153070311033,522.8741946467447,957.7976995798268
290,4612.317748174,1746695186.4061856,,,,,,,,,,,,,
291,4616.152368166,1746695190.2406976,,,,,,,,,,,,,
292,4620.001784526,1746695194.0903432,,,,,,,,,,,,,
293,4623.751798959,1746695197.8401098,,,,,,,,,,,,,
294,4659.120647162,1746695233.2088914,0.11925766617059708,0.045844461768865585,0.45484668016433716,,,,,,,,,,
295,4664.984607778,1746695239.0729976,,,,,,,,,,,,,
296,4668.784564337,1746695242.8730016,,,,,,,,,,,,,
297,4672.384305618,1746695246.4728122,,,,,,,,,,,,,
298,4676.011609577,1746695250.1001406,,,,,,,,,,,,,
299,4759.676633155,1746695333.7646208,0.013817827217280865,0.10845160484313965,0.44213220477104187,124.08013724347268,75.59943078433335,35.32176104670255,1382.447807936552,215.55214358259227,232.0620014323968,689.3086604468142,458.58877352819627,522.5373155185737,1080.8279422772946
300,4765.735879418,1746695339.8241622,,,,,,,,,,,,,
301,4769.470905948,1746695343.5594704,,,,,,,,,,,,,
302,4773.516226244,1746695347.6046274,,,,,,,,,,,,,
303,4777.309430931,1746695351.3978207,,,,,,,,,,,,,
304,4813.118695048,1746695387.2070584,0.12533506751060486,0.11192009598016739,0.5089743137359619,,,,,,,,,,
305,4819.326893762,1746695393.415295,,,,,,,,,,,,,
306,4823.227427917,1746695397.3158743,,,,,,,,,,,,,
307,4827.030416226,1746695401.118923,,,,,,,,,,,,,
308,4831.118813915,1746695405.2073765,,,,,,,,,,,,,
309,4920.285531916,1746695494.373498,0.06531603634357452,0.13469891250133514,0.5017947554588318,102.59947428266496,76.6515821340465,40.00625873107806,1338.9623952270333,227.13403487455412,211.28937406159804,646.8028903095563,415.6401971941775,521.7015839522505,1048.4135547704473
310,4926.14275736,1746695500.2310827,,,,,,,,,,,,,
311,4929.846554783,1746695503.9351165,,,,,,,,,,,,,
312,4933.514683991,1746695507.6032987,,,,,,,,,,,,,
313,4937.152553136,1746695511.2410967,,,,,,,,,,,,,
314,4974.133246589,1746695548.2216103,0.22593370079994202,0.14347508549690247,0.537540078163147,,,,,,,,,,
315,4980.559247445,1746695554.6476502,,,,,,,,,,,,,
316,4984.166043682,1746695558.2544286,,,,,,,,,,,,,
317,4987.809176236,1746695561.8976002,,,,,,,,,,,,,
318,4991.470551153,1746695565.5591106,,,,,,,,,,,,,
