,summary,config,name
0,"{'Evaluation/100instances/idleT_eval_mean': 609.4744143805548, 'Evaluation/100instances/idleT_eval_std': 204.76680220724663, 'Evaluation/100instances/mk_eval_mean': 524.9989155466579, 'Evaluation/100instances/mk_eval_std': 52.24729768361974, 'Evaluation/100instances/obj_eval_mean': 717.8948341998012, 'Evaluation/100instances/obj_eval_std': 101.96107152281488, 'Evaluation/100instances/pt_eval_mean': 525.539743676408, 'Evaluation/100instances/pt_eval_std': 76.0216031445695, 'Evaluation/100instances/transT_eval_mean': 269.44802379176474, 'Evaluation/100instances/transT_eval_std': 36.29280769859505, 'Training/Update/global_critic_loss': 0.5947149991989136, 'Training/Update/job_actor_loss': 0.13937552273273468, 'Training/Update/machine_actor_loss': 0.10157670825719832, '_runtime': 65938.777421751, '_step': 3999, '_timestamp': 1746664248.3784518, '_wandb': {'runtime': 66044}}","{'LR': 0.001, 'GAMMA': 0.99, 'LAMDA': 0.98, 'n_job': 6, 'device': 'cuda:4', 'lr_eps': 1e-05, 'n_edge': 2, 'epsilon': 0.2, 'K_epochs': 5, 'load_pth': {'Exist_epi': [2840, 2840, 2840, 2840, 2840, 2840], 'Exist_jme': [[6, 6, 2], [10, 6, 2], [20, 6, 3], [10, 10, 2], [15, 10, 2], [20, 10, 5]]}, 'CLIP_GRAD': 0.5, 'env_batch': 16, 'eval_freq': 10, 'eval_seed': 1, 'gcn_layer': 3, 'learn_eps': False, 'm_scaling': 1, 'n_machine': 6, 'weight_ec': 0.4, 'weight_mk': 0.4, 'weight_tt': 0.2, 'mask_value': 1, 'train_seed': 0, 'buffer_size': 5, 'decay_ratio': 0.96, 'episode_num': 4000, 'eval_sample': 100, 'fig_scaling': 100, 'ENTROPY_BETA': 0.01, 'log_to_wandb': True, 'use_lr_decay': False, 'gcn_input_dim': 12, 'resample_freq': 5, 'use_grad_clip': True, 'eval_data_type': 'random', 'gcn_hidden_dim': 128, 'reward_scaling': {'scaling_divisor': 1}, 'use_load_model': False, 'use_orthogonal': False, 'decay_step_size': 20, 'load_model_type': 0, 'mlp_actor_layer': 3, 'critic_input_dim': 128, 'mlp_critic_layer': 3, 'critic_hidden_dim': 128, 'trained_model_pth': '/remote-home/iot_wangrongkai/FJSP-LLM-250327/20241229-DTr-FJSP/MOFJSP-DRL/trained_model/', 'machine_hidden_dim': 128, 'random_weight_type': '01', 'mlp_fea_extract_layer': 3, 'neighbor_pooling_type': 'average'}",Instance_J6M6E2-Weight_0.40.40.2-BS_16-Seed_0-174328No_LR_decay
