,summary,config,name
0,"{'Evaluation/100instances/idleT_eval_mean': 1098.009954114431, 'Evaluation/100instances/idleT_eval_std': 362.44398270912825, 'Evaluation/100instances/mk_eval_mean': 706.0731857559662, 'Evaluation/100instances/mk_eval_std': 99.87031667245424, 'Evaluation/100instances/obj_eval_mean': 979.2857402825856, 'Evaluation/100instances/obj_eval_std': 176.18047076932737, 'Evaluation/100instances/pt_eval_mean': 524.6924970845339, 'Evaluation/100instances/pt_eval_std': 77.11237198343537, 'Evaluation/100instances/transT_eval_mean': 238.8774275030672, 'Evaluation/100instances/transT_eval_std': 49.475501030888495, 'Training/Update/global_critic_loss': 0.5297871828079224, 'Training/Update/job_actor_loss': 0.09740089625120164, 'Training/Update/machine_actor_loss': 0.09546102583408356, '_runtime': 83887.046544883, '_step': 3999, '_timestamp': 1746774461.134894, '_wandb': {'runtime': 84018}}","{'LR': 0.001, 'GAMMA': 0.99, 'LAMDA': 0.98, 'n_job': 6, 'device': 'cuda:4', 'lr_eps': 1e-05, 'n_edge': 2, 'epsilon': 0.2, 'K_epochs': 5, 'load_pth': {'Exist_epi': [2840, 2840, 2840, 2840, 2840, 2840], 'Exist_jme': [[6, 6, 2], [10, 6, 2], [20, 6, 3], [10, 10, 2], [15, 10, 2], [20, 10, 5]]}, 'CLIP_GRAD': 0.5, 'env_batch': 16, 'eval_freq': 10, 'eval_seed': 1, 'gcn_layer': 3, 'learn_eps': False, 'm_scaling': 1, 'n_machine': 6, 'weight_ec': 0.4, 'weight_mk': 0.4, 'weight_tt': 0.2, 'mask_value': 1, 'train_seed': 0, 'buffer_size': 5, 'decay_ratio': 0.96, 'episode_num': 4000, 'eval_sample': 100, 'fig_scaling': 100, 'ENTROPY_BETA': 0.01, 'log_to_wandb': True, 'use_lr_decay': False, 'gcn_input_dim': 12, 'resample_freq': 5, 'use_grad_clip': True, 'eval_data_type': 'random', 'gcn_hidden_dim': 128, 'reward_scaling': {'scaling_divisor': 1}, 'use_load_model': False, 'use_orthogonal': False, 'decay_step_size': 20, 'load_model_type': 0, 'mlp_actor_layer': 3, 'critic_input_dim': 128, 'mlp_critic_layer': 3, 'critic_hidden_dim': 128, 'trained_model_pth': '/remote-home/iot_wangrongkai/FJSP-LLM-250327/20241229-DTr-FJSP/MOFJSP-DRL/trained_model/', 'machine_hidden_dim': 128, 'random_weight_type': '01', 'mlp_fea_extract_layer': 3, 'neighbor_pooling_type': 'average'}",Instance_J6M6E2-Weight_0.40.40.2-BS_16-Seed_0-822568No_LR_decay+Old_Mask
