Evaluation/100instances/obj_eval_mean,_step,Training/Update/job_actor_loss,Evaluation/100instances/transT_eval_std,Evaluation/100instances/pt_eval_mean,_timestamp,Evaluation/100instances/transT_eval_mean,Evaluation/100instances/mk_eval_std,Evaluation/100instances/idleT_eval_std,Evaluation/100instances/idleT_eval_mean,Training/Update/machine_actor_loss,Evaluation/100instances/pt_eval_std,_runtime,Training/Update/global_critic_loss,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/obj_eval_std
846.2440077311112,319,0.1518598198890686,41.38410394986275,474.63537619470736,1745910589.0846782,266.36786342953354,54.94062071377058,195.22131692415488,969.38576092125,0.33307209610939026,68.27989628280743,6604.796614124,0.5377579927444458,538.4049504970537,109.84839201037809
,320,,,,1745910595.3546114,,,,,,,6611.066411963,,,
,321,,,,1745910599.3368773,,,,,,,6615.048482792,,,
,322,,,,1745910603.2545877,,,,,,,6618.96620539,,,
,323,,,,1745910607.1783152,,,,,,,6622.889938227,,,
,324,0.2055027037858963,,,1745910651.13872,,,,,0.2653923034667969,,6666.850456493,0.5671220421791077,,
,325,,,,1745910657.5541399,,,,,,,6673.265854949,,,
,326,,,,1745910661.4282184,,,,,,,6677.139918166,,,
,327,,,,1745910665.262429,,,,,,,6680.974076449,,,
,328,,,,1745910669.1195624,,,,,,,6684.83126299,,,
817.8709215599575,329,0.08353469520807266,41.25107971571561,470.0460625707768,1745910778.63934,267.4504874278989,58.24342789101338,198.92130633645274,913.3450193878542,0.17351485788822174,67.60118909815478,6794.352657311,0.4937027394771576,527.5609782273135,109.73672693597356
,330,,,,1745910785.357398,,,,,,,6801.069093014,,,
,331,,,,1745910789.6464581,,,,,,,6805.358688093,,,
,332,,,,1745910793.7037888,,,,,,,6809.415573502,,,
,333,,,,1745910797.636691,,,,,,,6813.348339864,,,
,334,0.09616061300039291,,,1745910841.9768426,,,,,0.11439400166273117,,6857.688615168,0.470160573720932,,
,335,,,,1745910848.8642855,,,,,,,6864.576028237,,,
,336,,,,1745910852.7899692,,,,,,,6868.501759596,,,
,337,,,,1745910856.7893274,,,,,,,6872.500947826,,,
,338,,,,1745910861.050907,,,,,,,6876.765538502,,,
816.932713306843,339,0.2064417153596878,40.03627678073971,462.8525929394559,1745911057.2355123,266.7745865234771,58.81412314503946,220.07473276199437,919.5677815059339,0.24322323501110077,67.76580223268445,7072.947740236,0.49558496475219727,526.5241155599783,117.13615803099484
,340,,,,1745911063.7612045,,,,,,,7079.47294905,,,
,341,,,,1745911067.6481252,,,,,,,7083.359721826,,,
,342,,,,1745911071.5351593,,,,,,,7087.246937781,,,
,343,,,,1745911075.3938794,,,,,,,7091.105483876,,,
,344,0.21786537766456604,,,1745911119.2175043,,,,,0.3164026141166687,,7134.929775759,0.5263139009475708,,
,345,,,,1745911125.805729,,,,,,,7141.517405608,,,
,346,,,,1745911129.6532574,,,,,,,7145.365833549,,,
,347,,,,1745911133.4808245,,,,,,,7149.192804509,,,
,348,,,,1745911137.3138123,,,,,,,7153.025429279,,,
866.7915763573968,349,0.21366949379444122,39.81262325207778,457.2487660817759,1745911246.003597,261.89270553982306,62.38109597145102,228.4411584989487,1024.566655739315,0.2614602744579315,67.65127260441822,7261.715456646,0.5662364363670349,554.2171663024898,118.18236524119517
,350,,,,1745911252.7068071,,,,,,,7268.418558094,,,
,351,,,,1745911256.6922772,,,,,,,7272.403895501,,,
,352,,,,1745911260.5357523,,,,,,,7276.247370715,,,
,353,,,,1745911264.4318726,,,,,,,7280.145801039,,,
,354,0.20044779777526855,,,1745911311.8304992,,,,,0.15837030112743378,,7327.542366545,0.5125448107719421,,
,355,,,,1745911319.0267482,,,,,,,7334.738379209,,,
,356,,,,1745911323.385244,,,,,,,7339.096908216,,,
,357,,,,1745911327.3543808,,,,,,,7343.066533015,,,
,358,,,,1745911331.6114807,,,,,,,7347.32314639,,,
864.0010344400918,359,0.05133047327399254,39.90318296949196,457.1139780848944,1745911441.1957607,264.30992541100716,62.09010574381103,238.34994434750567,1019.5773817524952,0.06586223095655441,67.56080312948886,7456.90794502,0.4691494107246399,551.1562635573365,124.76775175606974
,360,,,,1745911461.6026793,,,,,,,7477.314365408,,,
,361,,,,1745911465.5246398,,,,,,,7481.237171949,,,
,362,,,,1745911469.3850126,,,,,,,7485.096618988,,,
,363,,,,1745911473.2496316,,,,,,,7488.961225628,,,
,364,0.11464352905750275,,,1745911516.607449,,,,,0.17051734030246735,,7532.319247135,0.46012526750564575,,
,365,,,,1745911523.2413716,,,,,,,7538.95313088,,,
,366,,,,1745911527.256095,,,,,,,7542.967713767,,,
,367,,,,1745911531.2618194,,,,,,,7546.973789721,,,
,368,,,,1745911535.4370399,,,,,,,7551.148710862,,,
854.974360930154,369,0.21766315400600433,39.5836116138397,457.049539824408,1745911644.6142292,265.5269396767632,61.07994893633092,232.8098936876548,1001.1719117743728,0.23423436284065247,67.60179506056488,7660.326203114,0.5133517384529114,546.4509808882234,119.66934344437091
,370,,,,1745911651.3648129,,,,,,,7667.080430239,,,
,371,,,,1745911655.2408278,,,,,,,7670.952499172,,,
,372,,,,1745911659.2052274,,,,,,,7674.916914252,,,
,373,,,,1745911663.2045462,,,,,,,7678.916305894,,,
,374,0.10090525448322296,,,1745911706.7043664,,,,,0.16371946036815643,,7722.41620365,0.5099879503250122,,
,375,,,,1745911713.8716824,,,,,,,7729.583383666,,,
,376,,,,1745911717.7422602,,,,,,,7733.454029324,,,
,377,,,,1745911721.7039716,,,,,,,7737.415905746,,,
,378,,,,1745911725.7539217,,,,,,,7741.465876485,,,
852.9002152019536,379,0.15920715034008026,38.74181710009722,456.85107390107413,1745911836.0313652,266.33502797579945,59.06830415089164,228.64547007716536,994.3585067810991,0.12400434166193008,67.45988059539016,7851.74327032,0.5222131013870239,547.8734433348113,117.75328528969587
,380,,,,1745911842.4967754,,,,,,,7858.208583321,,,
,381,,,,1745911846.3657923,,,,,,,7862.077465958,,,
,382,,,,1745911850.247392,,,,,,,7865.959009459,,,
,383,,,,1745911854.152456,,,,,,,7869.864089324,,,
,384,0.11420176178216934,,,1745911897.710408,,,,,0.10362082719802856,,7913.422227339,0.4786347448825836,,
,385,,,,1745911904.5949488,,,,,,,7920.306704808,,,
,386,,,,1745911908.5193565,,,,,,,7924.231099872,,,
,387,,,,1745911912.610135,,,,,,,7928.321854657,,,
,388,,,,1745911916.5518136,,,,,,,7932.263511723,,,
862.7427110978407,389,0.1044480949640274,40.24881924798284,456.6922536471213,1745912026.9771266,264.7606651150626,66.67679877331979,268.3316036167606,1014.7172772701748,0.13559111952781677,67.56952920977245,8042.689167196,0.45856377482414246,553.0669142697749,137.1361318873817
,390,,,,1745912033.8263698,,,,,,,8049.538050236,,,
,391,,,,1745912037.7153971,,,,,,,8053.44181801,,,
,392,,,,1745912041.7061625,,,,,,,8057.417828002,,,
,393,,,,1745912045.5642552,,,,,,,8061.275916685,,,
,394,0.07215564697980881,,,1745912089.4668434,,,,,0.12502919137477875,,8105.179130718,0.4778161644935608,,
,395,,,,1745912096.3563368,,,,,,,8112.068092873,,,
,396,,,,1745912100.2978852,,,,,,,8116.009536439,,,
,397,,,,1745912104.2812746,,,,,,,8119.992894286,,,
,398,,,,1745912108.1895375,,,,,,,8123.901210126,,,
858.2826072413397,399,0.08343441784381866,38.202470284338624,456.76699486391755,1745912217.6967335,263.83411944444816,64.97148099700101,263.3579875548724,1006.0477808529386,0.1244458332657814,67.52662521082851,8233.408695565,0.49225589632987976,550.9746826642695,134.72634406906417
,400,,,,1745912224.3717153,,,,,,,8240.083370729,,,
,401,,,,1745912228.229174,,,,,,,8243.940808987,,,
,402,,,,1745912232.0969713,,,,,,,8247.808688343,,,
,403,,,,1745912236.0893679,,,,,,,8251.801887728,,,
,404,0.15010519325733185,,,1745912279.481026,,,,,0.13664834201335907,,8295.194113509,0.5117334723472595,,
,405,,,,1745912286.291502,,,,,,,8302.003178971,,,
,406,,,,1745912290.2547677,,,,,,,8305.971805568,,,
,407,,,,1745912294.2401485,,,,,,,8309.951806121,,,
,408,,,,1745912298.321042,,,,,,,8314.032675104,,,
860.7761649417328,409,0.18819117546081543,39.20232081878455,456.8599044994314,1745912409.9145644,262.5870657200458,63.106162125904774,261.8798564201166,1015.0463374585645,0.1087958961725235,67.53256625290845,8425.629812952,0.5717564225196838,548.7406375363131,133.52213976174943
,410,,,,1745912420.1202323,,,,,,,8435.831861381,,,
,411,,,,1745912427.0455043,,,,,,,8442.76124373,,,
,412,,,,1745912434.7378445,,,,,,,8450.449775137,,,
,413,,,,1745912441.6272628,,,,,,,8457.339776462,,,
,414,0.052937060594558716,,,1745912538.5622098,,,,,0.0072417231276631355,,8554.273955815,0.45071735978126526,,
,415,,,,1745912549.4368224,,,,,,,8565.148450652,,,
,416,,,,1745912557.694006,,,,,,,8573.405677136,,,
,417,,,,1745912564.9869714,,,,,,,8580.698793927,,,
,418,,,,1745912572.9356368,,,,,,,8588.649275438,,,
860.2490080632379,419,0.12581400573253632,40.096259579160304,456.81756878992746,1745912805.8420398,264.57455556415937,63.602063254213505,260.03915372228477,1010.8839716866528,0.15315063297748566,67.51441958310195,8821.554320774,0.5396034121513367,550.6337018994341,133.49613432762516
,420,,,,1745912815.6038256,,,,,,,8831.315450979,,,
,421,,,,1745912822.0032225,,,,,,,8837.714924102,,,
,422,,,,1745912829.6627276,,,,,,,8845.374800581,,,
,423,,,,1745912837.1450837,,,,,,,8852.856716868,,,
,424,0.11432498693466187,,,1745912912.0444863,,,,,0.1678956001996994,,8927.756298675,0.5379407405853271,,
,425,,,,1745912923.4416282,,,,,,,8939.153277342,,,
,426,,,,1745912930.416784,,,,,,,8946.129817194,,,
,427,,,,1745912938.8221993,,,,,,,8954.533899781,,,
,428,,,,1745912945.9747,,,,,,,8961.690001476,,,
857.9095540061488,429,0.03519965335726738,39.88002867104561,456.63093476229056,1745913181.472623,260.66475370773713,66.20600121898647,267.88395293677735,1003.6463619648355,0.06235766410827637,67.60297358714433,9197.184508572,0.4692401885986328,554.164211434377,136.83608407794304
,430,,,,1745913191.672587,,,,,,,9207.384386114,,,
,431,,,,1745913199.5259953,,,,,,,9215.239649943,,,
,432,,,,1745913206.7576127,,,,,,,9222.469260832,,,
,433,,,,1745913214.5244892,,,,,,,9230.235995471,,,
,434,0.17193078994750977,,,1745913311.679828,,,,,0.1509145349264145,,9327.391750934,0.5502550005912781,,
,435,,,,1745913321.9146433,,,,,,,9337.626399055,,,
,436,,,,1745913329.171791,,,,,,,9344.883509433,,,
,437,,,,1745913337.3295202,,,,,,,9353.041246495,,,
,438,,,,1745913344.6460779,,,,,,,9360.358723002,,,
860.174953854451,439,0.026002859696745872,40.13469147986668,456.62764251663737,1745913579.6129556,261.83659604187125,67.50629412201123,274.4392860409154,1012.5055265333903,0.0728844404220581,67.59456501035558,9595.325027566,0.5125538110733032,550.3859175651634,141.41338151795244
,440,,,,1745913589.7524695,,,,,,,9605.464186281,,,
,441,,,,1745913597.1778033,,,,,,,9612.889431927,,,
,442,,,,1745913605.2440042,,,,,,,9620.95960718,,,
,443,,,,1745913613.3676121,,,,,,,9629.085480677,,,
,444,0.15638037025928497,,,1745913712.8440654,,,,,0.1164855882525444,,9728.556514731,0.5420675873756409,,
,445,,,,1745913722.8922696,,,,,,,9738.603888491,,,
,446,,,,1745913730.3605857,,,,,,,9746.072257904,,,
,447,,,,1745913738.758727,,,,,,,9754.471729584,,,
,448,,,,1745913746.3920512,,,,,,,9762.103682114,,,
867.913122350468,449,0.12843921780586243,39.13998694906366,456.3636043918886,1745913978.3164988,265.3492884086581,66.30126931611288,269.33866454414317,1025.1300024781426,0.09062545746564865,67.64133102674732,9994.030206163,0.5221631526947021,555.6145548018096,137.66567412178284
,450,,,,1745913988.217157,,,,,,,10003.929663252,,,
,451,,,,1745913995.1990714,,,,,,,10015.407728403,,,
,452,,,,1745914002.666087,,,,,,,10018.377887353,,,
,453,,,,1745914009.7166862,,,,,,,10025.428328829,,,
,454,0.16631761193275452,,,1745914107.439844,,,,,0.16275833547115326,,10123.152121122,0.5668111443519592,,
,455,,,,1745914117.6079464,,,,,,,10133.319602842,,,
,456,,,,1745914124.6646538,,,,,,,10140.377776635,,,
,457,,,,1745914132.7322106,,,,,,,10148.443802768,,,
,458,,,,1745914139.3145204,,,,,,,10155.026164711,,,
872.6416809026797,459,0.005486032459884882,38.94381690140985,456.36103179861254,1745914381.1818852,268.1244740873249,68.00805512662939,275.4536070175273,1033.5530105573373,0.029806196689605713,67.63078993091314,10396.893884836,0.490755170583725,557.6279228570871,141.3900489963855
,460,,,,1745914392.3808148,,,,,,,10408.09319106,,,
,461,,,,1745914399.7310216,,,,,,,10415.44263668,,,
,462,,,,1745914406.8407586,,,,,,,10422.552389662,,,
,463,,,,1745914414.8895812,,,,,,,10430.601259207,,,
,464,0.1874190717935562,,,1745914515.7125745,,,,,0.2184775173664093,,10531.425160133,0.5369545817375183,,
,465,,,,1745914585.114409,,,,,,,10600.826110714,,,
,466,,,,1745914592.978401,,,,,,,10608.693858776,,,
,467,,,,1745914600.8141959,,,,,,,10616.526013704,,,
,468,,,,1745914608.438944,,,,,,,10624.150886577,,,
880.3834860713769,469,0.1690581887960434,37.23680355520664,456.33771753347816,1745914842.602541,270.0239535635755,63.51491007950465,272.69273560825843,1048.475397957266,0.1318100392818451,67.6603016523349,10858.314450128,0.4903072416782379,561.1336229059108,137.00559935668375
,470,,,,1745914849.7202897,,,,,,,10865.431941589,,,
,471,,,,1745914855.13612,,,,,,,10870.847816049,,,
,472,,,,1745914861.3939326,,,,,,,10877.105543136,,,
,473,,,,1745914869.252649,,,,,,,10884.964469059,,,
,474,0.1742272675037384,,,1745914968.1972487,,,,,0.1875554770231247,,10983.909289368,0.5316349864006042,,
,475,,,,1745914978.2445078,,,,,,,10993.956160772,,,
,476,,,,1745914987.366954,,,,,,,11003.080318101,,,
,477,,,,1745914994.702144,,,,,,,11010.413893617,,,
,478,,,,1745915002.8002574,,,,,,,11018.517774042,,,
844.5993227812057,479,0.2003481239080429,36.79947959890319,459.3295357484081,1745915265.3105705,282.63213797353615,58.70336692631828,209.58597360080722,969.3380326447705,0.22430895268917084,67.86030467989211,11281.022906222,0.5109564661979675,541.5146695730679,114.09927750411623
,480,,,,1745915275.5808396,,,,,,,11291.292579908,,,
,481,,,,1745915283.7810295,,,,,,,11299.492685415,,,
,482,,,,1745915291.7571473,,,,,,,11307.469764856,,,
,483,,,,1745915299.9494405,,,,,,,11315.661058171,,,
,484,0.058518070727586746,,,1745915395.1565034,,,,,0.1427805870771408,,11410.868339309,0.5185063481330872,,
,485,,,,1745915407.3229005,,,,,,,11423.034519372,,,
,486,,,,1745915416.4174206,,,,,,,11432.12902242,,,
,487,,,,1745915425.4405162,,,,,,,11441.152149252,,,
,488,,,,1745915433.3640594,,,,,,,11449.075723549,,,
824.3790858546538,489,0.13002826273441315,36.79518759024282,463.80935827468136,1745915687.8946543,285.3440869582723,58.95174927137163,217.82172166764843,924.495464987986,0.24719233810901642,67.3714453624298,11703.606664579,0.5111797451972961,529.9708478948302,115.59182012113685
,490,,,,1745915698.2051313,,,,,,,11713.916782064,,,
,491,,,,1745915705.6211443,,,,,,,11721.332779611,,,
,492,,,,1745915714.4967873,,,,,,,11730.208395334,,,
,493,,,,1745915723.3379462,,,,,,,11739.049540511,,,
,494,0.2610118091106415,,,1745915815.287443,,,,,0.23483498394489288,,11830.999218612,0.5689944624900818,,
,495,,,,1745915826.6039116,,,,,,,11842.315549106,,,
,496,,,,1745915836.0366986,,,,,,,11851.748463549,,,
,497,,,,1745915844.869024,,,,,,,11860.580653311,,,
,498,,,,1745915852.8286538,,,,,,,11868.540286245,,,
825.4511859385877,499,0.21013660728931427,38.294499169352825,462.68851149207313,1745916136.671005,281.37111989809307,55.965121131087656,188.70789360400053,930.2393736202059,0.26930782198905945,67.18147626213079,12152.38704835,0.608982503414154,530.0145197851439,106.5869719775698
,500,,,,1745916148.059964,,,,,,,12163.771567385,,,
,501,,,,1745916155.7064316,,,,,,,12171.418271208,,,
,502,,,,1745916162.6761258,,,,,,,12178.387768549,,,
,503,,,,1745916169.6511743,,,,,,,12185.365743207,,,
,504,0.11326120048761368,,,1745916252.5772223,,,,,0.10122138261795044,,12268.288938718,0.46216168999671936,,
,505,,,,1745916261.2823892,,,,,,,12276.994055596,,,
,506,,,,1745916268.3840468,,,,,,,12284.095770303,,,
,507,,,,1745916276.1489365,,,,,,,12291.860591574,,,
,508,,,,1745916283.3103747,,,,,,,12299.021933224,,,
824.8173021348663,509,0.1679961383342743,36.78219799595004,463.35428473700284,1745916523.7568653,281.5660929253094,63.80902806839601,217.02033095253108,921.7993297278157,0.1960541009902954,67.48254300088686,12539.469058012,0.546466052532196,536.1065944096929,117.4377132704006
,510,,,,1745916534.5517585,,,,,,,12550.265063355,,,
,511,,,,1745916541.832579,,,,,,,12557.544192461,,,
,512,,,,1745916549.7664561,,,,,,,12565.47865289,,,
,513,,,,1745916557.8420582,,,,,,,12573.553663723,,,
,514,0.03649335727095604,,,1745916650.9398599,,,,,-0.026606986299157143,,12666.651684199,0.4693329930305481,,
,515,,,,1745916662.033861,,,,,,,12677.745456621,,,
,516,,,,1745916669.0666876,,,,,,,12684.78176017,,,
,517,,,,1745916676.7919185,,,,,,,12692.503486928,,,
,518,,,,1745916683.65629,,,,,,,12699.367942328,,,
816.2753305882976,519,0.16823990643024445,36.92071739136835,467.41099147868414,1745916905.9709737,281.44874648309525,66.91230087053468,217.6164641088341,903.5428883043944,0.17281746864318848,67.64109485924246,12921.682783232,0.54243004322052,529.0100734461174,121.5393928978282
,520,,,,1745916916.8721318,,,,,,,12932.583719009,,,
,521,,,,1745916924.3959956,,,,,,,12940.107569505,,,
,522,,,,1745916931.77573,,,,,,,12947.489727327,,,
,523,,,,1745916939.678968,,,,,,,12955.390566629,,,
,524,0.26344677805900574,,,1745917028.8045669,,,,,0.48232322931289673,,13044.516312982,0.5505521893501282,,
,525,,,,1745917039.6198645,,,,,,,13055.331388575,,,
,526,,,,1745917046.5305302,,,,,,,13062.244218174,,,
,527,,,,1745917053.962629,,,,,,,13069.674168454,,,
,528,,,,1745917061.3168583,,,,,,,13077.0297888,,,
818.4022887228961,529,0.07554041594266891,41.825676067799485,476.78512297891825,1745917284.2935193,288.26693868586705,60.66807643590373,190.39768558137723,897.1071173132211,0.08571825176477432,69.71710633068166,13300.005837498,0.4814600646495819,527.9800121721664,110.32699819731616
,530,,,,1745917295.1449344,,,,,,,13310.856589226,,,
,531,,,,1745917302.504063,,,,,,,13318.218506751,,,
,532,,,,1745917310.0923119,,,,,,,13325.804511846,,,
,533,,,,1745917317.2428877,,,,,,,13332.954468859,,,
,534,0.12940391898155212,,,1745917412.1447349,,,,,0.11371435970067978,,13427.856502732,0.5634238123893738,,
,535,,,,1745917422.629135,,,,,,,13438.341727269,,,
,536,,,,1745917430.0303977,,,,,,,13445.741978367,,,
,537,,,,1745917437.2304275,,,,,,,13452.942046018,,,
,538,,,,1745917444.978377,,,,,,,13460.691545185,,,
795.3933377393348,539,0.1216951385140419,44.8291844242063,474.2849735829303,1745917667.8585064,283.93419851936534,56.679953355613236,180.75562275059855,847.3301564325689,0.14755456149578094,68.34478213439472,13683.570391857,0.4853477478027344,524.9011150731552,102.83502466696632
,540,,,,1745917678.674574,,,,,,,13694.387038446,,,
,541,,,,1745917685.642977,,,,,,,13701.354556966,,,
,542,,,,1745917693.300915,,,,,,,13709.013311667,,,
,543,,,,1745917701.1089318,,,,,,,13716.820498054,,,
,544,0.08802813291549683,,,1745917792.9751132,,,,,0.19972310960292816,,13808.686925282,0.5257564783096313,,
,545,,,,1745917802.3608255,,,,,,,13818.073744001,,,
,546,,,,1745917809.2347362,,,,,,,13824.949718078,,,
,547,,,,1745917816.8347301,,,,,,,13832.546215615,,,
,548,,,,1745917823.4507668,,,,,,,13839.16229878,,,
804.5516949819496,549,0.09035885334014893,39.46861673094142,476.520017459324,1745918041.7636218,286.7907748513943,60.68612646940644,172.25616247819207,864.8696915523142,0.24367623031139374,69.35801095485951,14057.475486444,0.5095351934432983,526.5941410175383,101.59687613996837
,550,,,,1745918052.289381,,,,,,,14068.005789911,,,
,551,,,,1745918059.3113234,,,,,,,14075.164378757,,,
,552,,,,1745918066.8644326,,,,,,,14082.576085162,,,
,553,,,,1745918073.282137,,,,,,,14088.993779817,,,
,554,0.011323489248752594,,,1745918158.3715632,,,,,-0.0036004320718348026,,14174.083318032,0.5438545346260071,,
,555,,,,1745918165.746933,,,,,,,14181.461053416,,,
,556,,,,1745918169.7468297,,,,,,,14185.48565592,,,
,557,,,,1745918174.6873035,,,,,,,14190.399163932,,,
,558,,,,1745918181.6787918,,,,,,,14197.390347294,,,
807.3264981304313,559,0.18208256363868713,42.43469756786659,477.3042168178839,1745918398.3282692,284.4732652574419,62.68743865365569,188.93442834938566,872.7556687097044,0.1837073415517807,69.01185339974637,14414.040296182,0.5204025506973267,526.0197271697685,108.81944804317858
,560,,,,1745918408.9725986,,,,,,,14424.685310289,,,
,561,,,,1745918416.282629,,,,,,,14431.994248197,,,
,562,,,,1745918423.0902264,,,,,,,14438.801875285,,,
,563,,,,1745918429.9637535,,,,,,,14445.677757386,,,
,564,0.08870216459035873,,,1745918514.4898236,,,,,0.10899005085229874,,14530.201594793,0.46702179312705994,,
,565,,,,1745918524.9471254,,,,,,,14540.658788071,,,
,566,,,,1745918532.271585,,,,,,,14547.989784458,,,
,567,,,,1745918539.3238585,,,,,,,14555.172715994,,,
,568,,,,1745918546.4550443,,,,,,,14562.166669785,,,
793.96288996173,569,0.15843017399311066,42.296167321462846,475.6673646552631,1745918747.3105328,283.2048631485011,53.8259718813782,180.12683657476643,846.6100881829473,0.09737386554479599,67.92137706470896,14763.022728258,0.5256869196891785,521.0273404918639,102.30194166566912
,570,,,,1745918756.7285776,,,,,,,14772.441631244,,,
,571,,,,1745918763.5875921,,,,,,,14779.299676488,,,
,572,,,,1745918770.68668,,,,,,,14786.3983075,,,
,573,,,,1745918777.7452362,,,,,,,14793.456767004,,,
,574,0.10895583778619766,,,1745918863.3281078,,,,,0.13669942319393158,,14879.039803925,0.5219976305961609,,
,575,,,,1745918873.9792182,,,,,,,14889.693749513,,,
,576,,,,1745918880.969072,,,,,,,14896.680571578,,,
,577,,,,1745918888.1293197,,,,,,,14903.840880237,,,
,578,,,,1745918895.3631809,,,,,,,14911.074714386,,,
793.2878054330249,579,0.08191801607608795,39.88186516862876,475.1682938816648,1745919113.1626878,282.32250132112256,55.65372194392271,181.37122963401495,844.4182830449696,0.05959131196141243,68.82931460790262,15128.874747663,0.5125070810317993,522.4716859953656,104.35818797226847
,580,,,,1745919124.7863996,,,,,,,15140.505074962,,,
,581,,,,1745919132.7929091,,,,,,,15148.504506046,,,
,582,,,,1745919140.1539607,,,,,,,15155.865792517,,,
,583,,,,1745919147.8039432,,,,,,,15163.515533636,,,
,584,0.1358497440814972,,,1745919223.872743,,,,,0.18014247715473175,,15239.584545232,0.4979778230190277,,
,585,,,,1745919234.1724439,,,,,,,15249.884092748,,,
,586,,,,1745919240.5543816,,,,,,,15256.268719684,,,
,587,,,,1745919248.5032845,,,,,,,15264.214921878,,,
,588,,,,1745919256.446434,,,,,,,15272.158034613,,,
780.9093331459424,589,-0.009672780521214008,46.497940146623066,474.69935067331033,1745919499.2514124,280.67252241154455,58.42971016787739,183.90103181174044,821.0782819590991,0.013324493542313576,68.69946247223706,15514.963278343,0.5031533241271973,516.1594390266738,104.02974724038755
,590,,,,1745919509.3988187,,,,,,,15525.110356597,,,
,591,,,,1745919517.33576,,,,,,,15533.047424445,,,
,592,,,,1745919524.3689258,,,,,,,15540.084061419,,,
,593,,,,1745919531.7688758,,,,,,,15547.480471373,,,
,594,0.2028001844882965,,,1745919625.7460308,,,,,0.14727702736854553,,15641.457784163,0.5124975442886353,,
,595,,,,1745919636.9015234,,,,,,,15652.61314923,,,
,596,,,,1745919643.1501381,,,,,,,15658.865757519,,,
,597,,,,1745919649.2430754,,,,,,,15664.957807335,,,
,598,,,,1745919655.3263798,,,,,,,15671.037944543,,,
778.8324372375922,599,0.22661177814006805,39.20052044087242,474.9420328478662,1745919881.4604962,283.23704690711367,59.59213398783742,186.28709665143938,818.8598385024095,0.22057488560676575,69.51448239781494,15897.173963594,0.5460807681083679,511.66069829014776,107.08862210681333
,600,,,,1745919892.0425515,,,,,,,15907.754268253,,,
,601,,,,1745919899.0577493,,,,,,,15914.769436153,,,
,602,,,,1745919907.074351,,,,,,,15922.786015709,,,
,603,,,,1745919914.9255211,,,,,,,15930.637162924,,,
,604,0.13565397262573242,,,1745920027.43136,,,,,0.09223129600286484,,16043.143324808,0.47715529799461365,,
,605,,,,1745920038.9730444,,,,,,,16054.684666327,,,
,606,,,,1745920046.8771918,,,,,,,16062.596707433,,,
,607,,,,1745920054.5384443,,,,,,,16070.25380319,,,
,608,,,,1745920061.956819,,,,,,,16077.681824938,,,
766.5803047755368,609,0.15861821174621582,42.17627648580169,476.6711959346007,1745920282.3784876,279.2019451040585,56.37315302380968,185.15692685786243,791.8440074678786,0.21488907933235168,69.88898818856073,16298.090365287,0.5151448249816895,508.33458598433253,104.62986529343837
,610,,,,1745920293.668629,,,,,,,16309.380384309,,,
,611,,,,1745920301.2142813,,,,,,,16316.926173587,,,
,612,,,,1745920308.6697493,,,,,,,16324.381427707,,,
,613,,,,1745920315.6282597,,,,,,,16331.341773326,,,
,614,0.25025737285614014,,,1745920409.1389706,,,,,0.19005848467350006,,16424.850853518,0.5380054712295532,,
,615,,,,1745920420.1943476,,,,,,,16435.906020028,,,
,616,,,,1745920427.452759,,,,,,,16443.16435899,,,
,617,,,,1745920434.536493,,,,,,,16450.248198586,,,
,618,,,,1745920442.1957507,,,,,,,16457.909784685,,,
769.2681258263287,619,0.11066754907369614,37.659834730733984,477.4850621192247,1745920665.8185549,277.62492047248253,56.38561168119374,187.58645590386345,799.9690376122816,0.052522994577884674,69.82438902854913,16681.537749923,0.48909077048301697,506.9037545980732,103.38005722924497
,620,,,,1745920675.4269273,,,,,,,16691.138550204,,,
,621,,,,1745920681.7508256,,,,,,,16697.465778404,,,
,622,,,,1745920688.910468,,,,,,,16704.62206378,,,
,623,,,,1745920696.9086049,,,,,,,16712.62016873,,,
,624,0.21019235253334045,,,1745920791.0586138,,,,,0.13461534678936005,,16806.770361056,0.5618430972099304,,
,625,,,,1745920802.4991493,,,,,,,16818.210799345,,,
,626,,,,1745920810.3587618,,,,,,,16826.070384596,,,
,627,,,,1745920818.3995945,,,,,,,16834.111227132,,,
,628,,,,1745920825.4320464,,,,,,,16841.143625723,,,
773.9248114153469,629,0.16394279897212982,36.89616363310859,479.1424862473979,1745921061.5427074,281.90330240753707,55.00787430924387,176.3706983199717,810.6016008567597,0.18468712270259857,69.74940191427582,17077.254637164,0.5885211825370789,504.1162902304415,99.0813780675518
,630,,,,1745921072.6948643,,,,,,,17088.406488031,,,
,631,,,,1745921079.6877873,,,,,,,17095.399479454,,,
,632,,,,1745921087.603122,,,,,,,17103.317802706,,,
,633,,,,1745921094.745863,,,,,,,17110.457444941,,,
,634,0.03983907029032707,,,1745921167.0775554,,,,,0.10786781460046768,,17182.789329031,0.4928174614906311,,
,635,,,,1745921177.6037176,,,,,,,17193.31534102,,,
,636,,,,1745921185.4453635,,,,,,,17201.156984871,,,
,637,,,,1745921193.3856063,,,,,,,17209.097948262,,,
,638,,,,1745921201.3947275,,,,,,,17217.109763598,,,
754.0526594919087,639,0.0912720188498497,36.68429740424425,478.78629731482636,1745921444.0452847,278.64694637533677,57.193846726269605,181.28112509083917,763.5346223908725,0.1425391435623169,70.12167948618826,17459.75724612,0.560210645198822,503.48725583640453,101.39519781676258
