Evaluation/100instances/obj_eval_mean,_step,Training/Update/job_actor_loss,Evaluation/100instances/transT_eval_std,Evaluation/100instances/pt_eval_mean,_timestamp,Evaluation/100instances/transT_eval_mean,Evaluation/100instances/mk_eval_std,Evaluation/100instances/idleT_eval_std,Evaluation/100instances/idleT_eval_mean,Training/Update/machine_actor_loss,Evaluation/100instances/pt_eval_std,_runtime,Training/Update/global_critic_loss,Evaluation/100instances/mk_eval_mean,Evaluation/100instances/obj_eval_std
,68,,,,1745905377.6043496,,,,,,,1393.317772041,,,
791.1168674760281,69,0.041121918708086014,33.50754251675821,472.1538552960129,1745905488.3257012,198.26977380179855,84.9136690820969,249.5322476011843,847.8777881309976,0.15836749970912933,67.826159402043,1504.037676833,0.5050830841064453,558.625638362161,136.37747596233024
,70,,,,1745905494.6023595,,,,,,,1510.314110084,,,
,71,,,,1745905498.6673179,,,,,,,1514.38178948,,,
,72,,,,1745905502.6845517,,,,,,,1518.396178714,,,
,73,,,,1745905506.650221,,,,,,,1522.362883065,,,
,74,0.13687777519226074,,,1745905551.0085287,,,,,0.15103845298290253,,1566.720467857,0.5048642754554749,,
,75,,,,1745905557.357817,,,,,,,1573.069585604,,,
,76,,,,1745905561.3005517,,,,,,,1577.015984728,,,
,77,,,,1745905565.19133,,,,,,,1580.902985259,,,
,78,,,,1745905569.08304,,,,,,,1584.794718181,,,
808.9008056745769,79,0.09795477986335754,36.92086460424617,468.19122496956237,1745905679.4127219,196.65139430421164,78.70125246782806,226.95749569252024,887.4424494550133,0.09537108242511749,68.16805403273155,1695.129998892,0.527409553527832,568.2926426097608,122.45355846416102
,80,,,,1745905685.7085586,,,,,,,1701.420209405,,,
,81,,,,1745905689.5903091,,,,,,,1705.304268424,,,
,82,,,,1745905693.4583437,,,,,,,1709.170057864,,,
,83,,,,1745905697.4148793,,,,,,,1713.129775895,,,
,84,0.07044660300016403,,,1745905742.273949,,,,,0.13238827884197235,,1757.985702381,0.467305988073349,,
,85,,,,1745905748.5062647,,,,,,,1764.217987569,,,
,86,,,,1745905752.421438,,,,,,,1768.133071355,,,
,87,,,,1745905756.3381298,,,,,,,1772.049814702,,,
,88,,,,1745905760.2475755,,,,,,,1775.9593699,,,
811.7547501077528,89,0.1272745430469513,36.77261112299845,466.2028359205959,1745905872.5046048,191.96035224658823,74.94886503147231,253.4392386210238,881.2351475572075,0.1443011611700058,67.57365417204227,1888.216566195,0.4738140106201172,585.9687156682852,128.4146372278101
,90,,,,1745905878.754979,,,,,,,1894.466687989,,,
,91,,,,1745905882.6797547,,,,,,,1898.391602868,,,
,92,,,,1745905886.7064507,,,,,,,1902.418083876,,,
,93,,,,1745905890.860513,,,,,,,1906.572201107,,,
,94,0.08920671045780182,,,1745905935.2893362,,,,,0.1294279545545578,,1951.001136665,0.5363731980323792,,
,95,,,,1745905941.7314408,,,,,,,1957.443222951,,,
,96,,,,1745905945.8135216,,,,,,,1961.525979787,,,
,97,,,,1745905949.7365072,,,,,,,1965.453813217,,,
,98,,,,1745905953.6470766,,,,,,,1969.358721168,,,
805.5533629130982,99,0.18530087172985077,38.83385266273573,466.08451637846656,1745906066.078942,186.29785048870042,70.99203385538516,252.88901505836205,883.8598886878227,0.20042923092842102,67.83630125920867,2081.790826024,0.5345665812492371,570.7900769721062,131.34038146211265
,100,,,,1745906072.5287476,,,,,,,2088.240432191,,,
,101,,,,1745906076.6024497,,,,,,,2092.314151621,,,
,102,,,,1745906080.6290433,,,,,,,2096.341006297,,,
,103,,,,1745906084.686947,,,,,,,2100.398569406,,,
,104,0.08859878033399582,,,1745906129.3354795,,,,,0.1345534324645996,,2145.047317753,0.500505268573761,,
,105,,,,1745906135.679351,,,,,,,2151.391134805,,,
,106,,,,1745906139.6641872,,,,,,,2155.375877647,,,
,107,,,,1745906143.723022,,,,,,,2159.441428295,,,
,108,,,,1745906147.740181,,,,,,,2163.453799541,,,
792.7329248459772,109,0.21128831803798676,37.777665904469195,465.3989742954711,1745906261.6145039,196.5026612024368,69.03877113562133,238.01344060739004,864.0902905269927,0.2312568873167038,67.89678376567863,2277.326507548,0.5744385123252869,554.0917166912609,123.60453729301264
,110,,,,1745906267.571437,,,,,,,2283.28310985,,,
,111,,,,1745906271.5626965,,,,,,,2287.277886315,,,
,112,,,,1745906275.6055746,,,,,,,2291.318199361,,,
,113,,,,1745906279.7400684,,,,,,,2295.452107114,,,
,114,0.07242251932621002,,,1745906323.9136226,,,,,0.12095258384943008,,2339.625565122,0.5200327038764954,,
,115,,,,1745906330.062665,,,,,,,2345.776263844,,,
,116,,,,1745906334.1224453,,,,,,,2349.835741581,,,
,117,,,,1745906338.1627216,,,,,,,2353.874371364,,,
,118,,,,1745906342.1624532,,,,,,,2357.877677295,,,
803.8396471102159,119,0.06571076065301895,37.811179427604635,465.3270510698999,1745906453.3030674,194.04718714170352,77.66515285967488,252.28596967400574,869.49450328201,-0.0005609553190879524,67.6226722027844,2469.015104949,0.47525569796562195,577.7539698527781,124.93222334832335
,120,,,,1745906459.4280963,,,,,,,2475.139754902,,,
,121,,,,1745906463.421274,,,,,,,2479.132924318,,,
,122,,,,1745906467.4225175,,,,,,,2483.134205496,,,
,123,,,,1745906471.397105,,,,,,,2487.108721249,,,
,124,0.04843081906437874,,,1745906515.8953707,,,,,0.0721905529499054,,2531.607158608,0.5043248534202576,,
,125,,,,1745906522.5610468,,,,,,,2538.272653403,,,
,126,,,,1745906526.6522238,,,,,,,2542.363902846,,,
,127,,,,1745906530.6201882,,,,,,,2546.331846324,,,
,128,,,,1745906534.579979,,,,,,,2550.291621171,,,
783.5213032143374,129,0.09100975841283798,37.786454748053025,462.78711376457875,1745906649.0465527,203.6157867410119,66.3577876719937,199.73867779718583,846.199329421081,0.1767921894788742,67.75957022504119,2664.759777176,0.5088934898376465,548.0089214796775,104.52626791314046
,130,,,,1745906655.3119514,,,,,,,2671.023833774,,,
,131,,,,1745906659.2120068,,,,,,,2674.92360451,,,
,132,,,,1745906663.2715912,,,,,,,2678.983228416,,,
,133,,,,1745906667.2288067,,,,,,,2682.9408918,,,
,134,0.13129638135433197,,,1745906711.9688025,,,,,0.14083975553512573,,2727.680756652,0.5120324492454529,,
,135,,,,1745906718.2290392,,,,,,,2733.943554589,,,
,136,,,,1745906722.094151,,,,,,,2737.805794145,,,
,137,,,,1745906726.028897,,,,,,,2741.741877284,,,
,138,,,,1745906729.9519596,,,,,,,2745.663607818,,,
796.2649855229115,139,0.16519750654697418,35.32474835009625,463.42473739976384,1745906842.006186,189.5273821288079,71.33584334745387,221.81646320228305,876.3187738311643,0.12255405634641647,67.65378020052248,2857.719128194,0.584748387336731,556.1552615119468,116.62739638865378
,140,,,,1745906849.099662,,,,,,,2864.811333685,,,
,141,,,,1745906852.9766057,,,,,,,2868.688214975,,,
,142,,,,1745906856.8847072,,,,,,,2872.596439604,,,
,143,,,,1745906860.7940013,,,,,,,2876.50580964,,,
,144,0.07741570472717285,,,1745906906.0020123,,,,,0.16009120643138885,,2921.713913866,0.48241087794303894,,
,145,,,,1745906912.4612484,,,,,,,2928.172912878,,,
,146,,,,1745906916.3840518,,,,,,,2932.095719199,,,
,147,,,,1745906920.333307,,,,,,,2936.045026605,,,
,148,,,,1745906924.30265,,,,,,,2940.014294907,,,
807.5181519712391,149,0.12940898537635803,34.588423593116175,464.1602398579167,1745907036.6678534,195.1319553350651,66.85512261801557,233.4698361998215,901.0481705844126,0.09836190193891525,67.73957695881204,3052.379803725,0.541742742061615,556.0209918182358,119.50477629984563
,150,,,,1745907043.0674632,,,,,,,3058.779226823,,,
,151,,,,1745907047.0492404,,,,,,,3062.760829317,,,
,152,,,,1745907050.8175957,,,,,,,3066.529290159,,,
,153,,,,1745907054.5491583,,,,,,,3070.261653479,,,
,154,0.1078789234161377,,,1745907098.9343562,,,,,0.08356067538261414,,3114.646105624,0.48940974473953247,,
,155,,,,1745907105.3715482,,,,,,,3121.088311879,,,
,156,,,,1745907109.332217,,,,,,,3125.043830936,,,
,157,,,,1745907113.2014623,,,,,,,3128.913038797,,,
,158,,,,1745907117.073926,,,,,,,3132.785756497,,,
809.8331815844624,159,0.19386793673038483,37.26721208384291,463.34460677484174,1745907227.41385,190.53447051743387,72.66593033083397,243.4515640355257,906.369286330781,0.1906035989522934,67.8225523477032,3243.126182843,0.5715906620025635,559.6018255968158,127.73669005264422
,160,,,,1745907233.8968236,,,,,,,3249.608880393,,,
,161,,,,1745907237.6699347,,,,,,,3253.383773295,,,
,162,,,,1745907241.4976304,,,,,,,3257.209708581,,,
,163,,,,1745907245.4195755,,,,,,,3261.13375032,,,
,164,0.14041490852832794,,,1745907288.6525793,,,,,0.1717555969953537,,3304.364437543,0.5084124803543091,,
,165,,,,1745907295.2139184,,,,,,,3310.92568971,,,
,166,,,,1745907299.0098407,,,,,,,3314.723895478,,,
,167,,,,1745907302.8294446,,,,,,,3318.541691346,,,
,168,,,,1745907306.6283965,,,,,,,3322.345766665,,,
794.7447441244394,169,0.22058621048927307,35.45988991846019,462.8336119518763,1745907416.7034411,191.92900887577568,68.85541217112251,227.94271281872653,872.0273883578018,0.22826576232910156,67.81782841384464,3432.415313358,0.643963098526001,556.0363555635327,117.78629722236832
,170,,,,1745907423.159009,,,,,,,3438.871499431,,,
,171,,,,1745907426.8882184,,,,,,,3442.601257456,,,
,172,,,,1745907430.7209945,,,,,,,3446.434001999,,,
,173,,,,1745907434.572638,,,,,,,3450.285819538,,,
,174,0.05758087709546089,,,1745907478.685049,,,,,-0.008452230133116245,,3494.396775133,0.5079105496406555,,
,175,,,,1745907485.1078231,,,,,,,3500.821767926,,,
,176,,,,1745907488.9516993,,,,,,,3504.663636085,,,
,177,,,,1745907492.7662632,,,,,,,3508.477892427,,,
,178,,,,1745907496.6454446,,,,,,,3512.356993677,,,
801.5588588856167,179,-0.022397970780730247,36.65893526565281,463.27876906191835,1745907613.2265472,195.09590791236744,63.75285370295309,228.50520043835667,892.8867973458822,-0.024311568588018417,67.83078440664698,3628.938414107,0.4889903962612152,550.1836268500568,116.13362167797145
,180,,,,1745907619.639283,,,,,,,3635.353768138,,,
,181,,,,1745907623.3966124,,,,,,,3639.108127903,,,
,182,,,,1745907627.2423897,,,,,,,3642.95398376,,,
,183,,,,1745907631.0900102,,,,,,,3646.801686424,,,
,184,0.08470957726240158,,,1745907674.5403264,,,,,0.1446303129196167,,3690.252159683,0.5158945322036743,,
,185,,,,1745907681.0910933,,,,,,,3696.802827353,,,
,186,,,,1745907685.040838,,,,,,,3700.761111637,,,
,187,,,,1745907688.9526694,,,,,,,3704.665735035,,,
,188,,,,1745907692.9104736,,,,,,,3708.625743002,,,
808.6996473117325,189,0.19138339161872864,35.823051197220906,463.79629133163616,1745907802.8389027,198.35444894925266,60.59663017042085,229.50068320227612,910.2897069246543,0.177909716963768,67.46657002138129,3818.550795704,0.5861069560050964,548.4858955484142,116.37516359083425
,190,,,,1745907809.589926,,,,,,,3825.305368602,,,
,191,,,,1745907813.548549,,,,,,,3829.261783331,,,
,192,,,,1745907817.4068515,,,,,,,3833.133769881,,,
,193,,,,1745907821.3971603,,,,,,,3837.11095378,,,
,194,0.14690957963466644,,,1745907865.431175,,,,,0.13282738626003265,,3881.149829961,0.5170738101005554,,
,195,,,,1745907872.1318388,,,,,,,3887.843477791,,,
,196,,,,1745907875.851548,,,,,,,3891.563097296,,,
,197,,,,1745907879.802402,,,,,,,3895.517810575,,,
,198,,,,1745907883.634922,,,,,,,3899.346537445,,,
813.9782972846474,199,0.07753463089466095,38.46427071520004,463.8333748113344,1745907987.5325887,205.887565362901,62.16257754410263,247.36062676360672,921.1226203220484,0.05311087518930435,67.64492457411403,4003.245849248,0.5054505467414856,547.045965396785,127.81352454001437
,200,,,,1745907994.393865,,,,,,,4010.117745565,,,
,201,,,,1745907998.1784291,,,,,,,4013.890046898,,,
,202,,,,1745908002.0869555,,,,,,,4017.798474101,,,
,203,,,,1745908006.0104628,,,,,,,4021.722148928,,,
,204,0.15793882310390472,,,1745908048.3302698,,,,,0.21140825748443604,,4064.043954886,0.5291429758071899,,
,205,,,,1745908055.180749,,,,,,,4070.892398497,,,
,206,,,,1745908058.9447925,,,,,,,4074.659901262,,,
,207,,,,1745908062.7185032,,,,,,,4078.430099805,,,
,208,,,,1745908066.6438606,,,,,,,4082.377781963,,,
802.9326361263177,209,0.15964606404304504,41.66701150917053,464.6861597599699,1745908170.8535833,213.08743654145303,59.38567329324085,209.86590878358697,904.5672108886922,0.1833159476518631,67.8192995180344,4186.565496032,0.6132277846336365,531.5345013964065,112.48546503340592
,210,,,,1745908177.5573394,,,,,,,4193.269335722,,,
,211,,,,1745908181.3545284,,,,,,,4197.069725535,,,
,212,,,,1745908185.3723507,,,,,,,4201.085767641,,,
,213,,,,1745908189.1382387,,,,,,,4204.849845616,,,
,214,0.0849231407046318,,,1745908231.397342,,,,,0.16153068840503693,,4247.109793495,0.5115470290184021,,
,215,,,,1745908237.910466,,,,,,,4253.625758586,,,
,216,,,,1745908241.7689323,,,,,,,4257.485715083,,,
,217,,,,1745908245.701501,,,,,,,4261.413733134,,,
,218,,,,1745908249.542318,,,,,,,4265.257713749,,,
794.9815880517522,219,0.1096491813659668,38.6577044854493,469.20807231051623,1745908354.4066846,224.35216651184857,64.04020973665338,203.28762041500417,881.7967687382624,0.18475639820098877,67.66920184868465,4370.119006354,0.5103787183761597,524.2730458246776,111.90968082878729
,220,,,,1745908360.8498824,,,,,,,4376.561650798,,,
,221,,,,1745908364.8029678,,,,,,,4380.514614685,,,
,222,,,,1745908368.6209278,,,,,,,4384.333687468,,,
,223,,,,1745908372.3843932,,,,,,,4388.097826559,,,
,224,0.1314263939857483,,,1745908414.9314702,,,,,0.18247267603874207,,4430.643235729,0.517101526260376,,
,225,,,,1745908421.3173883,,,,,,,4437.029001768,,,
,226,,,,1745908425.2708738,,,,,,,4440.985557909,,,
,227,,,,1745908429.09928,,,,,,,4444.811733695,,,
,228,,,,1745908432.8833025,,,,,,,4448.594950046,,,
811.028328200728,229,0.07797276228666306,42.42406232006891,461.9590847335941,1745908537.1335216,235.81127593272066,65.4745620918939,224.06800193664085,915.775154253599,0.2425062656402588,68.08241129393664,4552.848286177,0.5459452867507935,531.9309435482667,119.66974346072249
,230,,,,1745908543.8257685,,,,,,,4559.537392235,,,
,231,,,,1745908547.6506495,,,,,,,4563.365777644,,,
,232,,,,1745908551.3748677,,,,,,,4567.089739202,,,
,233,,,,1745908555.2073166,,,,,,,4570.919512554,,,
,234,0.16704699397087097,,,1745908597.7232442,,,,,0.3275255858898163,,4613.435470615,0.540524959564209,,
,235,,,,1745908604.5814776,,,,,,,4620.293166963,,,
,236,,,,1745908608.479456,,,,,,,4624.191162853,,,
,237,,,,1745908612.3076954,,,,,,,4628.025744597,,,
,238,,,,1745908616.0492587,,,,,,,4631.760860855,,,
841.9150660845283,239,0.055613577365875244,41.43511568150286,459.23285851224966,1745908720.6168864,237.2455228199915,75.15587371832432,283.50511830519804,978.4787603929442,0.04034189134836197,67.74213704542368,4736.328782522,0.4584311544895172,548.4532848961323,147.4546133439706
,240,,,,1745908727.2825243,,,,,,,4742.994543804,,,
,241,,,,1745908731.0238197,,,,,,,4746.735406429,,,
,242,,,,1745908734.7742422,,,,,,,4750.48592451,,,
,243,,,,1745908738.847335,,,,,,,4754.561804041,,,
,244,0.14036177098751068,,,1745908781.5395634,,,,,0.16547155380249023,,4797.251434941,0.5810056328773499,,
,245,,,,1745908788.1653135,,,,,,,4803.876973411,,,
,246,,,,1745908791.9924216,,,,,,,4807.703969825,,,
,247,,,,1745908795.8477511,,,,,,,4811.56178423,,,
,248,,,,1745908799.6120007,,,,,,,4815.325778892,,,
838.9261395484854,249,0.05276082828640938,42.897761315317425,459.5742356843333,1745908904.722506,235.23426116811538,69.27490088305898,222.79346704696044,971.3733103335212,0.08930549770593643,67.71879310584345,4920.437839929,0.46848511695861816,548.7506722693012,122.61731519914606
,250,,,,1745908911.4255726,,,,,,,4927.137189903,,,
,251,,,,1745908915.3242009,,,,,,,4931.037686376,,,
,252,,,,1745908919.2423067,,,,,,,4934.957693674,,,
,253,,,,1745908923.0523717,,,,,,,4938.765749481,,,
,254,0.11539937555789948,,,1745908965.6553404,,,,,0.07298506051301956,,4981.368402015,0.5329439043998718,,
,255,,,,1745908972.1925755,,,,,,,4987.904106136,,,
,256,,,,1745908975.9855778,,,,,,,4991.697187542,,,
,257,,,,1745908979.9662664,,,,,,,4995.68174929,,,
,258,,,,1745908983.8261187,,,,,,,4999.537682666,,,
847.2552388791453,259,0.09684357047080994,38.79899853584775,459.47475410188827,1745909099.799164,233.06415393921466,68.02278058223698,242.79831608015803,988.5832455010234,0.1025385782122612,67.83026202328391,5115.511021677,0.5149852633476257,553.5480206253443,129.4553207156385
,260,,,,1745909106.4136434,,,,,,,5122.125244038,,,
,261,,,,1745909110.4959025,,,,,,,5126.20983373,,,
,262,,,,1745909114.35089,,,,,,,5130.073783911,,,
,263,,,,1745909118.256866,,,,,,,5133.969782199,,,
,264,0.03131430968642235,,,1745909167.9516418,,,,,0.11598602682352066,,5183.663485367,0.4865804612636566,,
,265,,,,1745909174.6026132,,,,,,,5190.314307591,,,
,266,,,,1745909178.5243397,,,,,,,5194.238113457,,,
,267,,,,1745909182.337421,,,,,,,5198.050060602,,,
,268,,,,1745909186.2832775,,,,,,,5201.997892405,,,
862.5807900396993,269,0.05400973558425903,37.92472636833741,459.07436833772493,1745909337.2315357,236.58509593699503,76.60731492595602,254.03262978453233,1015.3929988598545,0.09220682829618454,67.93049670900234,5352.94586159,0.4955953061580658,563.6920599331711,140.12158644703845
,270,,,,1745909343.6905925,,,,,,,5359.40219291,,,
,271,,,,1745909347.4851286,,,,,,,5363.196686681,,,
,272,,,,1745909351.3431299,,,,,,,5367.05489105,,,
,273,,,,1745909355.2656767,,,,,,,5370.977324934,,,
,274,0.2021102011203766,,,1745909398.2826123,,,,,0.19947287440299988,,5413.99453064,0.5391795039176941,,
,275,,,,1745909404.6578746,,,,,,,5420.369570112,,,
,276,,,,1745909408.714903,,,,,,,5424.426752848,,,
,277,,,,1745909412.5834453,,,,,,,5428.295211133,,,
,278,,,,1745909416.4675212,,,,,,,5432.179102148,,,
857.5858952587545,279,0.1633877456188202,37.491412754659876,458.4906545359434,1745909523.724101,239.5621057075701,70.64554095859033,266.5913762757018,1005.5793583157532,0.20037589967250824,67.73277127713074,5539.438178139,0.5339965224266052,560.1136724414049,140.47790808279427
,280,,,,1745909530.0548916,,,,,,,5545.766573059,,,
,281,,,,1745909533.9060848,,,,,,,5549.617769346,,,
,282,,,,1745909537.7733881,,,,,,,5553.485020193,,,
,283,,,,1745909562.9877477,,,,,,,5578.705837916,,,
,284,0.0485340915620327,,,1745909660.4891853,,,,,0.11847527325153351,,5676.201384314,0.5797569155693054,,
,285,,,,1745909666.911911,,,,,,,5682.623599328,,,
,286,,,,1745909673.1036313,,,,,,,5688.81746234,,,
,287,,,,1745909677.797759,,,,,,,5693.50944583,,,
,288,,,,1745909681.6824296,,,,,,,5697.397072757,,,
867.3196448855151,289,0.06798367947340012,40.30795451847651,458.6519856567094,1745909832.1523254,239.64148786444582,62.9491886884674,255.9650375442689,1028.7177693850938,0.0376032255589962,67.43468698372644,5847.865852959,0.45065632462501526,561.108613239762,131.7595302587947
,290,,,,1745909838.4688323,,,,,,,5854.180435968,,,
,291,,,,1745909842.3272057,,,,,,,5858.038921235,,,
,292,,,,1745909846.231765,,,,,,,5861.943352325,,,
,293,,,,1745909850.0961382,,,,,,,5865.809749479,,,
,294,-0.00600450299680233,,,1745909892.7775495,,,,,0.03462539240717888,,5908.489368402,0.5003437399864197,,
,295,,,,1745909899.0527647,,,,,,,5914.764419019,,,
,296,,,,1745909902.9026124,,,,,,,5918.614286925,,,
,297,,,,1745909906.8242724,,,,,,,5922.535882606,,,
,298,,,,1745909910.6785543,,,,,,,5926.392422093,,,
875.0670131712229,299,0.07358682155609131,39.51870806582075,458.517085226579,1745910017.146445,241.02206435537104,69.79462296668765,261.8998575315397,1044.24775358315,0.027384961023926735,67.54559245234165,6032.862062441,0.49148017168045044,564.3916619406428,136.57018795076644
,300,,,,1745910023.679313,,,,,,,6039.390981013,,,
,301,,,,1745910027.5723197,,,,,,,6043.283919236,,,
,302,,,,1745910031.471938,,,,,,,6047.183554258,,,
,303,,,,1745910035.374187,,,,,,,6051.085861073,,,
,304,0.19999676942825317,,,1745910079.148193,,,,,0.17459025979042053,,6094.861350137,0.584615170955658,,
,305,,,,1745910085.5729198,,,,,,,6101.284642016,,,
,306,,,,1745910089.5056694,,,,,,,6105.217702739,,,
,307,,,,1745910093.387987,,,,,,,6109.099672154,,,
,308,,,,1745910097.2905786,,,,,,,6113.002174861,,,
873.3783608536072,309,0.11271732300519943,41.76329777523078,459.05403664729937,1745910397.4968705,244.15033729163923,71.48031948562847,239.81536501670837,1036.6987286654678,0.20602257549762726,67.80145009893218,6413.209053274,0.5615288019180298,565.6179681754312,130.5725601947381
,310,,,,1745910404.1065354,,,,,,,6419.818252661,,,
,311,,,,1745910408.2537127,,,,,,,6423.965333983,,,
,312,,,,1745910412.4225054,,,,,,,6428.134251558,,,
,313,,,,1745910416.605348,,,,,,,6432.317006676,,,
,314,0.10894875973463058,,,1745910461.5300252,,,,,0.11267191171646118,,6477.24191035,0.5056059956550598,,
,315,,,,1745910468.2141156,,,,,,,6483.925911948,,,
,316,,,,1745910472.3144138,,,,,,,6488.026088544,,,
,317,,,,1745910476.215174,,,,,,,6491.926862429,,,
,318,,,,1745910480.0651605,,,,,,,6495.776814662,,,
