runtime,best_objective,Makespan,MachineEC,MachineIdleT,TransEC
60.05299997329712,1587.9096152336194,762.3234690934651,485.8535375287855,2522.0308389221523,399.1323850792916
60.05900001525879,1600.837289798249,796.9491377588455,623.8811306624729,2390.351870540887,381.8221710668332
60.10700011253357,1251.8468251154004,669.0044060037171,519.6024830181998,1761.219855418924,359.580636695321
60.0770001411438,1567.938705490639,764.7472134979936,560.9429989001594,2406.5145475847726,375.2840074873435
60.075000047683716,1584.091467387292,791.2212650868186,595.4839490920557,2405.889476206924,335.2679561648636
60.1029999256134,1438.8484017914477,739.2887460924144,557.4879486173832,2121.45029580678,357.78802792408356
60.061999797821045,1464.243022851413,737.0101819724173,499.7977189753136,2252.5632747775308,342.4727628065404
60.08200001716614,1673.1645723882505,781.2461123175948,434.48049405717387,2868.765813751249,196.83802168921676
60.06699991226196,1534.0785815544718,814.1259407535817,603.8166486116404,2235.644787827323,363.2181533872691
60.069000005722046,1572.7296772574914,808.8331896120948,549.5909596051615,2392.953876929044,360.8923339948574
60.10899996757507,2602.5431609596594,1022.2037449897176,580.1450659329254,4739.4256530715,329.1668768100112
60.08999991416931,1628.7524996288737,811.4127274677201,613.8297961768463,2481.7599877441153,329.7574753670036
60.08899998664856,1962.1197008999306,872.140252361143,506.6621760508796,3379.9106790071555,293.1722896612962
60.08899998664856,1373.186087847626,723.1531245592586,541.2359811570788,2005.607441657116,325.9373444912226
60.08899998664856,1176.7233120419344,654.7751920848194,530.5366096447481,1586.4686380200662,340.05568071040284
60.055999994277954,1555.9111303062243,754.0850134130256,488.31397695219204,2440.3941021825585,413.9694664355697
60.09100008010864,1508.8506659859393,757.1853726670414,484.441669471794,2360.846380548559,339.30648455490785
60.103999853134155,1437.5064910326996,717.0947046694681,510.78644008558484,2198.122760152158,335.52464534907557
60.0460000038147,1394.4136980932742,792.5926963077395,585.6316863669296,1912.7885605533481,390.0426040103368
60.06699991226196,1795.6086931140262,854.9179605021216,576.9355433997762,2842.237696860629,429.8610640450775
60.07800006866455,1517.5735517172313,737.112797197671,461.34511627565524,2382.2541015420247,426.44372855545464
60.07099986076355,1594.5946481270082,718.208149516898,419.17320363287956,2714.1095141819537,269.9915059715783
60.11400008201599,1214.481426198116,672.5123247713623,482.68985901069146,1715.5681310929804,330.8665012405119
60.0770001411438,1913.1108300196777,920.640232554203,615.0028329088101,3055.8732325629408,382.5215540464812
60.075000047683716,1338.072085753384,665.3892017991102,520.1531950307531,1991.880240047754,335.5151550116863
60.04899978637695,1468.1639670368422,727.4880364323221,511.178060900293,2238.741227678884,386.0051851612112
60.18400001525879,2145.5875414938655,906.3102469126867,557.6176283710786,3776.388131374091,247.30569415361526
60.109999895095825,1541.0263113582405,774.6431063577929,520.4857568510878,2371.5607022057698,371.7524259619014
60.07200002670288,1607.2184509948825,731.4967861914967,507.3120382239664,2585.440233229318,387.59413968484955
60.07299995422363,1535.1714948840802,766.9892601480205,566.5287694949974,2278.7413046541246,451.33880582611613
60.10599994659424,1711.7610080890674,849.0729176097152,654.9664521971699,2612.50939112681,325.707518577947
60.06399989128113,1710.3793934784362,820.6282864677139,635.8835488011634,2644.9699929503204,348.9333109537854
60.07800006866455,1856.8223241133785,885.4909906246154,543.2082617077714,3059.958823364638,306.7954691728422
60.12000012397766,1435.796929012706,714.6819536049711,485.82772668171316,2250.9468585246923,276.07156744077645
60.08899998664856,1661.442077062913,770.534551675349,530.444345302153,2660.1574473187343,384.9376967220929
60.06100010871887,1601.016413108721,796.5728740127884,579.0662895593134,2446.317245101336,361.16924819672937
60.116000175476074,1305.8199023765571,700.2026063493184,547.3577868547318,1839.329089000926,355.3205474728327
60.07000017166138,1637.6275936930037,815.7397208037748,570.3810605662686,2525.529670306082,364.83706511276785
60.07099986076355,1682.7357750644094,819.4224118414207,587.8696265857634,2622.1779212408496,354.7389559859803
60.06100010871887,1494.1982357195516,757.8561602694474,489.5629446376409,2313.548889462315,349.0551898589517
60.085999965667725,1891.1278097432635,870.6028930842363,557.676848642651,3099.760908179436,399.5577489036698
60.06400012969971,1797.295025951764,848.6801610498271,605.7994971518739,2865.3175040698698,346.8808052156786
60.067999839782715,1652.7748339011148,821.5717543381571,551.6800722363957,2580.466256960685,356.4380024350985
60.062999963760376,1111.4295730462418,611.8398155379607,504.6190180856554,1510.3240331099978,303.58213176398084
60.07100009918213,1774.8708401169388,814.0408997793431,454.7601929028936,2989.9812946389693,356.78942594228147
60.081000089645386,1429.398752860137,751.9873218903413,591.5631680282639,2046.9575210516732,365.97774236012657
60.09999990463257,1473.8043452325471,765.266246011314,491.98881285951575,2235.5990076965054,383.3135930280654
60.07699990272522,1275.0978890894125,707.1682240618538,548.129079089769,1780.2741861325892,304.3464668786379
60.08400011062622,1588.5287775069994,761.4213848991093,569.9558304842393,2452.780106316985,374.32924413432954
60.092000007629395,1611.2281268095426,775.8321215892445,587.4819338383842,2485.07874720056,359.35502879133554
60.079999923706055,1504.8629388683096,765.4479481125155,632.8493152149081,2204.3353271761025,319.04951333449503
60.062999963760376,1214.0796665883593,660.3719635963889,516.2507727031508,1639.5958297626808,437.9612008173545
60.09999990463257,1562.0528065013457,757.6006759780039,449.10374478136214,2536.6007021933506,323.65378660129545
60.12899994850159,1391.8956071041043,711.2033394092796,507.8681616004838,2111.9631679029562,297.40869769508265
60.123000144958496,1248.9929272785957,669.8061468942478,520.3901640918504,1749.5163873846407,365.5392396515009
60.05900001525879,1460.2258651434133,732.1585576302876,583.4074344915023,2165.6766891685083,338.64396313647046
60.08799982070923,1409.70705734278,744.0753912538864,530.6528260193443,2137.2499838016993,224.57888456403856
60.07000017166138,1647.5329223932627,773.44866291309,546.4781763780517,2634.2348958195967,329.34114174483506
60.10599994659424,1590.973508118093,815.9830507106628,616.4099014901789,2353.317818428166,383.4459993324481
