runtime,best_objective,Makespan,MachineEC,MachineIdleT,TransEC
1.1779999732971191,604.9804466196081,377.19125848036583,486.66136595484454,609.4994333710172,78.19811748558519
11.01200008392334,629.7166456298773,370.93404461036727,527.091346363244,592.3161758430091,167.90009451614574
14.471999883651733,672.004143196304,428.5065112229373,523.4732564047429,675.2698882806797,105.52140416479988
50.948999881744385,486.22857918924024,317.649112008371,518.2828391929166,315.2069242359645,128.86514507169704
4.498000144958496,566.9401163828259,397.3749775535219,516.7478171520315,445.07338096196395,116.30823057909414
2.5299999713897705,799.7522824971065,440.9174172910299,484.4482283833795,1016.6722767492374,114.68556763823855
2.306999921798706,585.0500847377074,347.1282458209828,544.3562879946903,510.2052836474399,121.87078876231033
10.270999908447266,595.344150057834,416.6480800407828,507.1835016974594,469.5007680366373,190.05605073941064
5.50600004196167,553.7274670924457,366.1263988942565,451.80209144350425,528.726030392171,75.32829400236568
20.530999898910522,549.6815362808007,375.9303722608347,502.20883564153604,432.3734110944752,127.38244341031134
28.152000188827515,475.2296471353296,340.6238753253547,459.2796311465912,325.18297292638135,125.97527687999367
3.5409998893737793,689.5086590658967,411.3519472130145,636.3389783809563,626.2570950428399,99.64725405586192
10.184000015258789,599.702716677543,415.62109318910086,568.2233042425382,444.89951001046256,141.02576850351159
34.450000047683716,577.8336798784242,382.5736833329365,474.6813360117591,499.2752937242962,176.1077732541375
1.3179998397827148,720.2733911112175,428.35593854858536,563.5500880946629,746.7933575104219,123.9681872487469
9.36299991607666,677.7913101571789,413.1864139736612,648.7555275820456,528.5597423930425,207.95318288839633
6.445000171661377,595.6442831648054,370.84440630752573,426.75028303361614,644.2596282640907,94.51278061356139
24.607999801635742,556.2240523201516,356.90642223151576,534.7062891844477,415.3866947523824,167.1214492640663
12.714999914169312,513.6053400801858,359.1728907581782,572.5784129396518,296.3425239175245,111.83904517021955
7.210999965667725,548.4358231082197,354.97993362945533,383.3588321711117,535.919878410497,193.66182711896994
60.045000076293945,474.44214033886055,353.6163759769362,437.3407819761726,326.06119340716555,138.17399897375375
2.617000102996826,609.3633137216345,411.71690727039237,505.98761265340147,532.471208869987,146.46511102061095
25.616000175476074,550.7583007358288,393.48138209703825,543.4859167710537,352.5538872411786,174.74913146060317
10.896000146865845,724.9012648426778,434.8242580150634,611.3966849287417,670.8871154176055,190.2902074905684
13.92900013923645,643.6718468626132,444.8874864781384,616.3455344540339,499.1506293880921,97.5919336725369
14.497000217437744,701.2242655267376,437.8131808577953,576.5078572711567,703.7316086898043,70.0160339961749
14.825000047683716,648.1505635812075,409.0881998394751,623.0148319965123,519.4958959769097,137.55496228024373
16.869999885559082,542.413934591498,381.31172552927364,531.0736492690535,371.89400155518456,143.51092025046654
14.882999897003174,575.9304788056334,389.39534853965074,535.4036223309387,471.24014907412743,87.57415413873255
7.364000082015991,598.3731576238573,388.01420520532736,489.5293849035051,529.6234892032489,177.53162949512404
14.585999965667725,583.615230030185,381.4962582719832,468.40012345202706,545.0748210664594,128.13374456998554
26.20199990272522,613.8848922594752,433.30048933557356,587.2526428175473,452.30080110046055,123.71659479021338
45.02800011634827,478.46274178548236,347.2185423020464,524.8888284824455,260.5422646380207,127.01443808238639
11.994999885559082,580.5582090030018,377.90188510344643,514.3834520202414,507.1006739000397,104.01902296755404
60.07299995422363,526.9219959950802,358.2347063926753,542.7356426545937,356.10452885834184,120.46022416417955
1.1989998817443848,883.4811478682662,507.911703277694,535.3977671603142,1089.5837467059464,151.61930505342175
14.702000141143799,498.2577955249652,349.0718773437667,523.5628616626143,330.56121461573923,84.89707038058566
22.831000089645386,522.6361807209402,335.9326440093611,513.2441096435988,389.66947820578207,135.48843988721654
19.158999919891357,528.359080199675,393.8420184811397,523.1664559160978,325.01990950912176,157.73863318565571
12.496999979019165,691.2781414710142,401.5942772349806,477.8009900376199,786.6691765242383,124.2618197613939
60.11699986457825,484.05409650162034,333.38775902806066,501.0333873459445,296.6767588214191,158.074672117253
4.442000150680542,645.2641683115179,398.08115064081426,606.9777763840395,561.192433722862,93.81812006215749
24.34999990463257,517.1162981331485,376.5945411276205,495.363611737799,381.080489073345,79.50420678821334
2.38100004196167,674.9275909869509,422.22041254987806,425.20028008175507,741.1991898659013,197.3981899396859
4.01800012588501,550.4589770570979,336.66996546259975,448.2558350074547,530.112650406789,122.21798353180236
5.432999849319458,561.5353660720274,379.93435130966526,407.4195866975082,560.3379189448224,112.29311645614543
60.026000022888184,526.0916090643907,375.635303883005,463.28914970270023,439.28562151559356,74.03789511935574
15.480999946594238,494.3054583926702,359.4172597418694,435.98901797107436,386.3084015960585,108.09793334534649
7.555999994277954,636.6920056073436,420.972291937569,569.6972742372488,545.3211323107444,111.47863106559338
13.167999982833862,422.12348164574666,295.7688416401118,411.07427268270663,305.47104122464617,85.98909713380412
60.03600001335144,539.2351419993984,388.5494022744692,527.1744861026616,354.81372240567066,155.10048843138892
17.879000186920166,599.9605580360465,416.24287959996843,482.86010863339186,538.5746062472523,124.4476012190067
13.764999866485596,624.616842941313,412.95633448810406,566.0875029962197,494.88943241361886,175.21767491068024
50.00099992752075,537.9930798386869,377.536636103876,605.8882629800714,313.1411772893291,96.83324644688093
14.105000019073486,512.0316538777279,363.63078115028156,405.96640241544964,466.9508396051235,87.06222304692965
23.825000047683716,619.3244232094974,405.9025767059867,567.7012307434459,522.3780471493305,104.65840684996074
37.89299988746643,499.9192129866785,308.81570589607736,564.001743444842,309.56552755692775,134.83011113769828
6.395999908447266,603.2089881117257,409.75248301462057,480.70173836362056,546.1606139030685,142.81526999600936
6.6549999713897705,428.9037322564372,280.4914767982257,344.80241897303455,374.6877595478893,144.5553506438866
